Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2010-2011,228246,Southern Methodist University,First major,Psychology,'42',Bachelor's degree,104,20,84,0,0,0,5,0,5,5,4,1,9,1,8,0,0,0,84,15,69,0,0,0,0,0,0,1,0,1,5,0,5
2010-2011,228246,Southern Methodist University,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,13,4,9,0,0,0,0,0,0,1,0,1,2,1,1,1,0,1,8,3,5,1,0,1,0,0,0,0,0,0,1,0,1
2010-2011,228246,Southern Methodist University,First major,Social Sciences,'45',Bachelor's degree,274,183,91,2,1,1,19,9,10,18,12,6,18,11,7,1,0,1,192,131,61,0,0,0,1,1,0,23,18,5,20,9,11
2010-2011,228723,Texas A & M University-College Station,First major,Architecture and Related Services,'04',Bachelor's degree,132,72,60,2,1,1,2,1,1,3,3,0,19,11,8,0,0,0,99,51,48,3,2,1,0,0,0,4,3,1,2,1,1
2010-2011,228723,Texas A & M University-College Station,First major,English Language and Literature/Letters,'23',Bachelor's degree,218,42,176,2,1,1,4,0,4,3,1,2,31,9,22,0,0,0,172,29,143,5,2,3,0,0,0,1,0,1,4,0,4
2010-2011,228723,Texas A & M University-College Station,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,370,192,178,0,0,0,6,4,2,10,7,3,39,20,19,0,0,0,310,159,151,5,2,3,0,0,0,0,0,0,6,4,2
2010-2011,228723,Texas A & M University-College Station,First major,Psychology,'42',Bachelor's degree,385,80,305,0,0,0,15,5,10,13,5,8,82,19,63,0,0,0,261,48,213,10,1,9,2,1,1,2,1,1,15,5,10
2010-2011,228778,The University of Texas at Austin,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,131,59,72,1,0,1,15,5,10,5,2,3,29,11,18,0,0,0,73,37,36,2,2,0,2,0,2,4,2,2,15,5,10
2010-2011,228778,The University of Texas at Austin,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,178,155,23,3,2,1,41,36,5,3,3,0,25,20,5,0,0,0,93,82,11,0,0,0,0,0,0,13,12,1,41,36,5
2010-2011,228778,The University of Texas at Austin,First major,Engineering,'14',Bachelor's degree,1030,811,219,4,3,1,245,188,57,25,17,8,115,88,27,0,0,0,544,439,105,4,3,1,3,3,0,90,70,20,245,188,57
2010-2011,228778,The University of Texas at Austin,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,155,47,108,1,0,1,37,9,28,6,1,5,15,5,10,0,0,0,91,32,59,3,0,3,0,0,0,2,0,2,37,9,28
2010-2011,228778,The University of Texas at Austin,First major,Philosophy and Religious Studies,'38',Bachelor's degree,91,49,42,0,0,0,17,9,8,0,0,0,13,8,5,0,0,0,59,32,27,0,0,0,1,0,1,1,0,1,17,9,8
2010-2011,228778,The University of Texas at Austin,First major,Visual and Performing Arts,'50',Bachelor's degree,282,95,187,4,0,4,23,7,16,9,3,6,54,21,33,0,0,0,186,62,124,0,0,0,0,0,0,6,2,4,23,7,16
2010-2011,230728,Utah State University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,34,15,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,13,18,1,1,0,1,0,1,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,556,353,203,3,2,1,3,2,1,3,2,1,20,10,10,1,1,0,431,290,141,1,0,1,27,15,12,67,31,36,4,3,1
2010-2011,230728,Utah State University,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,103,42,61,0,0,0,2,1,1,2,2,0,5,1,4,0,0,0,84,35,49,1,0,1,7,2,5,2,1,1,2,1,1
2010-2011,230728,Utah State University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,35,24,11,1,1,0,0,0,0,1,0,1,2,1,1,0,0,0,30,21,9,0,0,0,1,1,0,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,History,'54',Bachelor's degree,59,26,33,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,55,25,30,0,0,0,3,1,2,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Legal Professions and Studies,'22',Bachelor's degree,10,7,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,141,78,63,1,0,1,3,3,0,13,12,1,3,2,1,2,2,0,110,54,56,0,0,0,8,4,4,1,1,0,5,5,0
2010-2011,230728,Utah State University,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9,0,0,0,1,1,0,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,16,12,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Physical Sciences,'40',Bachelor's degree,40,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,5,0,0,0,2,1,1,4,4,0,0,0,0
2010-2011,230728,Utah State University,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,48,7,41,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,40,6,34,0,0,0,4,0,4,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Visual and Performing Arts,'50',Bachelor's degree,128,39,89,0,0,0,2,1,1,0,0,0,3,2,1,0,0,0,109,32,77,1,0,1,11,3,8,2,1,1,2,1,1
2010-2011,243744,Stanford University,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,43,8,35,0,0,0,9,1,8,6,2,4,4,2,2,0,0,0,18,2,16,4,0,4,0,0,0,2,1,1,9,1,8
2010-2011,243744,Stanford University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,86,77,9,0,0,0,20,18,2,3,2,1,10,10,0,0,0,0,40,36,4,1,1,0,1,1,0,11,9,2,20,18,2
2010-2011,243744,Stanford University,First major,Mathematics and Statistics,'27',Bachelor's degree,53,39,14,0,0,0,14,8,6,0,0,0,3,1,2,0,0,0,19,17,2,5,5,0,1,1,0,11,7,4,14,8,6
2010-2011,243744,Stanford University,First major,Visual and Performing Arts,'50',Bachelor's degree,43,14,29,1,1,0,8,0,8,3,0,3,4,3,1,0,0,0,23,10,13,4,0,4,0,0,0,0,0,0,8,0,8
