id,university,season,school_year,sport,revenue_thousands,expense_thousands,profit_thousands,athletes,revenue_athlete,expense_athlete,profit_athlete
8178,Southern Arkansas University Main Campus,2009,2009-2010,Football,743.92,743.92,0,118,6304.41,6304.41,0
8179,Southern Connecticut State University,2009,2009-2010,Football,848.84,848.84,0,86,9870.23,9870.23,0
8180,Southern Illinois University Carbondale,2009,2009-2010,Football,1003.88,3274.52,-2270.65,101,9939.41,32420.99,-22481.68
8181,Southern Methodist University,2009,2009-2010,Football,12493.29,12493.29,0,118,105875.34,105875.34,0
8182,Southern Nazarene University,2009,2009-2010,Football,1000.17,993.45,6.72,107,9347.38,9284.58,62.8
8183,Southern Oregon University,2009,2009-2010,Football,641.03,624.53,16.5,66,9712.58,9462.58,250
8184,Southern University And A & M College,2009,2009-2010,Football,2424.17,1054.8,1369.36,85,28519.65,12409.41,16110.12
8185,Southern Utah University,2009,2009-2010,Football,1650.04,1857.62,-207.58,95,17368.84,19553.89,-2185.05
8186,Southern Virginia University,2009,2009-2010,Football,305.86,304.56,1.3,80,3823.25,3807,16.25
8187,Southwest Baptist University,2009,2009-2010,Football,1295.64,1295.27,0.37,115,11266.43,11263.22,3.22
8188,Southwest Minnesota State University,2009,2009-2010,Football,698.07,701.57,-3.5,114,6123.42,6154.12,-30.7
8189,Southwest Mississippi Community College,2009,2009-2010,Football,391.14,386.03,5.11,57,6862.11,6772.46,89.65
8190,Southwestern Assemblies of God University,2009,2009-2010,Football,389.18,389.07,0.11,56,6949.64,6947.68,1.96
8191,Southwestern College,2009,2009-2010,Football,506.81,494.51,12.3,65,7797.08,7607.85,189.23
8192,Southwestern College,2009,2009-2010,Football,506.81,494.51,12.3,65,7797.08,7607.85,189.23
8193,Southwestern College,2009,2009-2010,Football,81.03,81.03,0,92,880.76,880.76,0
8194,Southwestern College,2009,2009-2010,Football,81.03,81.03,0,92,880.76,880.76,0
8195,Southwestern Oklahoma State University,2009,2009-2010,Football,576.9,576.9,0,99,5827.27,5827.27,0
8196,Springfield College,2009,2009-2010,Football,476.8,457.71,19.08,126,3784.13,3632.62,151.43
8197,St Lawrence University,2009,2009-2010,Football,430.66,430.66,0,110,3915.09,3915.09,0
8198,St. Olaf College,2009,2009-2010,Football,237.05,233.58,3.47,96,2469.27,2433.13,36.15
8199,Stanford University,2009,2009-2010,Football,21309.95,17236.95,4073,108,197314.35,159601.39,37712.96
8200,Stephen F Austin State University,2009,2009-2010,Football,2928.03,2928.03,0,90,32533.67,32533.67,0
8201,Sterling College,2009,2009-2010,Football,1172.37,1178.91,-6.54,123,9531.46,9584.63,-53.17
8202,Stillman College,2009,2009-2010,Football,734.83,734.83,0,81,9071.98,9071.98,0
8203,Stonehill College,2009,2009-2010,Football,963.95,963.95,0,100,9639.5,9639.5,0
8204,Stony Brook University,2009,2009-2010,Football,1020.97,3452.19,-2431.22,94,10861.38,36725.43,-25864.04
8205,Sul Ross State University,2009,2009-2010,Football,149.78,150.45,-0.66,95,1576.63,1583.68,-6.95
8206,Suny at Albany,2009,2009-2010,Football,1857.63,1903.67,-46.03,96,19350.31,19829.9,-479.48
8207,Suny College at Brockport,2009,2009-2010,Football,145.83,335.81,-189.99,97,1503.4,3461.96,-1958.66
8208,Suny College at Buffalo,2009,2009-2010,Football,382.61,321.21,61.41,100,3826.1,3212.1,614.1
8209,Suny College at Cortland,2009,2009-2010,Football,151.58,377.35,-225.76,91,1665.71,4146.7,-2480.88
8210,Suny College of Technology at Alfred,2009,2009-2010,Football,194.24,182.08,12.16,74,2624.86,2460.54,164.32
8211,Suny Maritime College,2009,2009-2010,Football,221.42,221.42,0,86,2574.65,2574.65,0
8212,Susquehanna University,2009,2009-2010,Football,375.5,373.93,1.57,118,3182.2,3168.9,13.31
8213,Syracuse University,2009,2009-2010,Football,19152.69,15300.74,3851.95,96,199507.19,159382.71,40124.48
8214,Tabor College,2009,2009-2010,Football,616.49,610.11,6.38,57,10815.61,10703.68,111.93
8215,Tarleton State University,2009,2009-2010,Football,978.33,1025.15,-46.82,141,6938.51,7270.57,-332.06
8216,Temple University,2009,2009-2010,Football,10093.61,10093.61,0,108,93459.35,93459.35,0
8217,Tennessee State University,2009,2009-2010,Football,3746.08,3290.56,455.52,94,39851.91,35005.96,4845.96
8218,Tennessee Technological University,2009,2009-2010,Football,2210.78,2210.78,0,100,22107.8,22107.8,0
8219,Texas A & M University,2009,2009-2010,Football,41915.43,16599.8,25315.63,130,322426.38,127690.77,194735.62
8220,Texas A & M University-Commerce,2009,2009-2010,Football,1718.93,1718.93,0,93,18483.12,18483.12,0
8221,Texas A & M University-Kingsville,2009,2009-2010,Football,1108.65,911.84,196.81,106,10458.96,8602.26,1856.7
8222,Texas Christian University,2009,2009-2010,Football,20609.36,20609.36,0,125,164874.88,164874.88,0
8223,Texas Lutheran University,2009,2009-2010,Football,704.41,614.66,89.75,101,6974.36,6085.74,888.61
8224,Texas Southern University,2009,2009-2010,Football,2831,2831,0,91,31109.89,31109.89,0
8225,Texas State University-San Marcos,2009,2009-2010,Football,2858.67,2858.67,0,122,23431.72,23431.72,0
8226,Texas Tech University,2009,2009-2010,Football,26201.01,14688.38,11512.63,144,181951.46,102002.64,79948.82
8227,Thaddeus Stevens College of Technology,2009,2009-2010,Football,103,102.84,0.16,69,1492.75,1490.43,2.32
8228,The College of New Jersey,2009,2009-2010,Football,267.29,231.1,36.2,72,3712.36,3209.72,502.78
8229,The College of Saint Scholastica,2009,2009-2010,Football,431.28,420.84,10.44,76,5674.74,5537.37,137.37
8230,The College of Wooster,2009,2009-2010,Football,255.97,251.45,4.53,96,2666.35,2619.27,47.19
8231,The University of Alabama,2009,2009-2010,Football,71884.53,31118.13,40766.39,143,502689.02,217609.3,285079.65
8232,The University of Findlay,2009,2009-2010,Football,1432.78,1425.46,7.32,111,12907.93,12841.98,65.95
8233,The University of Montana,2009,2009-2010,Football,6460.71,5023.39,1437.32,113,57174.42,44454.78,12719.65
8234,The University of Montana-Western,2009,2009-2010,Football,520.91,523.1,-2.19,111,4692.88,4712.61,-19.73
8235,The University of Tennessee,2009,2009-2010,Football,56593.95,17357.35,39236.6,112,505303.13,154976.34,350326.79
8236,The University of Tennessee-Martin,2009,2009-2010,Football,2131.61,2134.06,-2.45,89,23950.67,23978.2,-27.53
8237,The University of Texas at Austin,2009,2009-2010,Football,93942.82,25112.33,68830.48,112,838775.18,224217.23,614557.86
8238,The University of Texas at El Paso,2009,2009-2010,Football,9549.08,7586.7,1962.38,114,83763.86,66550,17213.86
8239,The University of Virginia's College at Wise,2009,2009-2010,Football,385.05,377.33,7.71,89,4326.4,4239.66,86.63
8240,Thiel College,2009,2009-2010,Football,337.1,287.53,49.57,93,3624.73,3091.72,533.01
8241,Thomas More College,2009,2009-2010,Football,312.85,312.85,0,100,3128.5,3128.5,0
8242,Tiffin University,2009,2009-2010,Football,1179.84,1164.77,15.07,73,16162.19,15955.75,206.44
8243,Towson University,2009,2009-2010,Football,1177.4,4050.26,-2872.86,98,12014.29,41329.18,-29314.9
8244,Trinity Bible College,2009,2009-2010,Football,109.2,109.2,0,44,2481.82,2481.82,0
8245,Trinity College,2009,2009-2010,Football,617.02,512.8,104.23,75,8226.93,6837.33,1389.73
8246,Trinity International University,2009,2009-2010,Football,1199.64,1199.64,0,53,22634.72,22634.72,0
8247,Trinity University,2009,2009-2010,Football,448.65,365.6,83.05,109,4116.06,3354.13,761.93
8248,Trinity Valley Community College,2009,2009-2010,Football,496.5,481.91,14.59,88,5642.05,5476.25,165.8
8249,Troy University,2009,2009-2010,Football,5386.43,5029.31,357.11,128,42081.48,39291.48,2789.92
8250,Truman State University,2009,2009-2010,Football,1098.98,1099.46,-0.48,123,8934.8,8938.7,-3.9
8251,Tufts University,2009,2009-2010,Football,238.28,238.28,0,75,3177.07,3177.07,0
8252,Tulane University of Louisiana,2009,2009-2010,Football,6686.96,6686.96,0,91,73483.08,73483.08,0
8253,Tusculum College,2009,2009-2010,Football,1083.22,1083.22,0,153,7079.87,7079.87,0
8254,Tuskegee University,2009,2009-2010,Football,2444.05,2444.05,0,100,24440.5,24440.5,0
8255,Tyler Junior College,2009,2009-2010,Football,547.49,547.49,0,74,7398.51,7398.51,0
8256,Union College,2009,2009-2010,Football,628.77,572.69,56.08,98,6416.02,5843.78,572.24
8257,Union College,2009,2009-2010,Football,628.77,572.69,56.08,98,6416.02,5843.78,572.24
8258,Union College,2009,2009-2010,Football,628.77,572.69,56.08,98,6416.02,5843.78,572.24
8259,Union College,2009,2009-2010,Football,734.24,734.24,0,74,9922.16,9922.16,0
8260,Union College,2009,2009-2010,Football,734.24,734.24,0,74,9922.16,9922.16,0
8261,Union College,2009,2009-2010,Football,734.24,734.24,0,74,9922.16,9922.16,0
8262,United States Merchant Marine Academy,2009,2009-2010,Football,432.53,445.89,-13.37,83,5211.2,5372.17,-161.08
8263,University of Akron Main Campus,2009,2009-2010,Football,5738.17,5738.17,0,131,43802.82,43802.82,0
8264,University of Alabama at Birmingham,2009,2009-2010,Football,6811.74,6518.2,293.54,105,64873.71,62078.1,2795.62
8265,University of Arizona,2009,2009-2010,Football,24398.25,13685.93,10712.32,105,232364.29,130342.19,102022.1
8266,University of Arkansas at Monticello,2009,2009-2010,Football,844,844,0,54,15629.63,15629.63,0
8267,University of Arkansas at Pine Bluff,2009,2009-2010,Football,1692.37,1692.37,0,72,23505.14,23505.14,0
8268,University of California-Berkeley,2009,2009-2010,Football,24421.44,18519.52,5901.91,120,203512,154329.33,49182.58
8269,University of California-Davis,2009,2009-2010,Football,2740.37,2740.37,0,99,27680.51,27680.51,0
8270,University of California-Los Angeles,2009,2009-2010,Football,22298.86,15261.68,7037.18,125,178390.88,122093.44,56297.44
8271,University of Central Arkansas,2009,2009-2010,Football,1929.44,1929.44,0,71,27175.21,27175.21,0
8272,University of Central Florida,2009,2009-2010,Football,15173.2,8507.86,6665.34,130,116716.92,65445.08,51271.85
8273,University of Central Oklahoma,2009,2009-2010,Football,1163.22,1145.19,18.03,90,12924.67,12724.33,200.33
8274,University of Charleston,2009,2009-2010,Football,1390.51,1388.51,2,97,14335.15,14314.54,20.62
8275,University of Chicago,2009,2009-2010,Football,473.15,473.15,0,65,7279.23,7279.23,0
8276,University of Cincinnati-Main Campus,2009,2009-2010,Football,13325.3,11599.78,1725.52,98,135972.45,118365.1,17607.35
8277,University of Colorado at Boulder,2009,2009-2010,Football,26233.93,12558.5,13675.43,107,245176.92,117369.16,127807.76
8278,University of Connecticut,2009,2009-2010,Football,14400.37,14400.37,0,109,132113.49,132113.49,0
8279,University of Dayton,2009,2009-2010,Football,376.51,972.94,-596.42,111,3391.98,8765.23,-5373.15
8280,University of Delaware,2009,2009-2010,Football,6725.05,5744.86,980.2,107,62850.93,53690.28,9160.75
8281,University of Dubuque,2009,2009-2010,Football,404.39,397.65,6.74,85,4757.53,4678.24,79.29
8282,University of Florida,2009,2009-2010,Football,68715.75,24457.56,44258.19,111,619060.81,220338.38,398722.43
8283,University of Georgia,2009,2009-2010,Football,70838.54,18308.65,52529.89,127,557783.78,144162.6,413621.18
8284,University of Hawaii at Manoa,2009,2009-2010,Football,6493.06,8256.74,-1763.68,118,55025.93,69972.37,-14946.44
8285,University of Houston,2009,2009-2010,Football,7719.73,8194.33,-474.6,140,55140.93,58530.93,-3390
8286,University of Idaho,2009,2009-2010,Football,5878.97,4282.68,1596.3,102,57636.96,41987.06,15650
8287,University of Illinois at Urbana-Champaign,2009,2009-2010,Football,25301.78,11092.12,14209.66,117,216254.53,94804.44,121450.09
8288,University of Indianapolis,2009,2009-2010,Football,1579.78,1579.78,0,115,13737.22,13737.22,0
8289,University of Iowa,2009,2009-2010,Football,45854.76,18468.73,27386.03,119,385334.12,155199.41,230134.71
8290,University of Kentucky,2009,2009-2010,Football,31890.57,13905.72,17984.85,129,247213.72,107796.28,139417.44
8291,University of La Verne,2009,2009-2010,Football,316.44,308.89,7.54,73,4334.79,4231.37,103.29
8292,University of Louisiana at Lafayette,2009,2009-2010,Football,4210.18,4210.18,0,122,34509.67,34509.67,0
8293,University of Louisville,2009,2009-2010,Football,15537.28,12222.31,3314.97,119,130565.38,102708.49,27856.89
8294,University of Maine,2009,2009-2010,Football,2784.8,3593.95,-809.15,87,32009.2,41309.77,-9300.57
8295,University of Mary,2009,2009-2010,Football,623.1,623.1,0,126,4945.24,4945.24,0
8296,University of Mary Hardin-Baylor,2009,2009-2010,Football,1021.79,1021.79,0,175,5838.8,5838.8,0
8297,University of Maryland-College Park,2009,2009-2010,Football,11540.37,9863.75,1676.62,116,99485.95,85032.33,14453.62
8298,University of Massachusetts-Dartmouth,2009,2009-2010,Football,120.79,108.95,11.84,89,1357.19,1224.16,133.03
8299,University of Memphis,2009,2009-2010,Football,11557.33,11557.33,0,110,105066.64,105066.64,0
8300,University of Miami,2009,2009-2010,Football,24631.03,17863.22,6767.81,94,262032.23,190034.26,71997.98
8301,University of Michigan-Ann Arbor,2009,2009-2010,Football,63189.42,18328.23,44861.18,124,509592.1,147808.31,361783.71
8302,University of Minnesota-Crookston,2009,2009-2010,Football,801.96,801.96,0,82,9780,9780,0
8303,University of Minnesota-Duluth,2009,2009-2010,Football,708.55,921.49,-212.94,102,6946.57,9034.22,-2087.65
8304,University of Minnesota-Morris,2009,2009-2010,Football,222.26,216.7,5.57,48,4630.42,4514.58,116.04
8305,University of Minnesota-Twin Cities,2009,2009-2010,Football,32322.69,17433.7,14888.99,108,299284.17,161423.15,137861.02
8306,University of Mississippi Main Campus,2009,2009-2010,Football,28409.77,11920.51,16489.26,126,225474.37,94607.22,130867.14
8307,University of Missouri-Columbia,2009,2009-2010,Football,25378.07,13759.65,11618.42,117,216906.58,117603.85,99302.74
8308,University of Nebraska at Kearney,2009,2009-2010,Football,716.88,688.4,28.48,117,6127.18,5883.76,243.42
8309,University of Nebraska at Omaha,2009,2009-2010,Football,1370.15,1368.27,1.88,112,12233.48,12216.7,16.79
8310,University of Nevada-Las Vegas,2009,2009-2010,Football,5526.82,6878.33,-1351.51,102,54184.51,67434.61,-13250.1
8311,University of Nevada-Reno,2009,2009-2010,Football,5648.49,5535.09,113.4,117,48277.69,47308.46,969.23
8312,University of New Hampshire-Main Campus,2009,2009-2010,Football,2484.26,3824.53,-1340.28,91,27299.56,42027.8,-14728.35
8313,University of New Haven,2009,2009-2010,Football,930.83,825.25,105.57,85,10950.94,9708.82,1242
8314,University of New Mexico-Main Campus,2009,2009-2010,Football,7018.39,7018.39,0,118,59477.88,59477.88,0
8315,University of North Alabama,2009,2009-2010,Football,1508.8,1508.8,0,104,14507.69,14507.69,0
8316,University of North Carolina at Chapel Hill,2009,2009-2010,Football,22077.55,14788.29,7289.26,124,178044.76,119260.4,58784.35
8317,University of North Carolina at Pembroke,2009,2009-2010,Football,711.15,711.81,-0.66,125,5689.2,5694.48,-5.28
8318,University of North Dakota,2009,2009-2010,Football,3004.09,3145.71,-141.62,98,30653.98,32099.08,-1445.1
8319,University of North Texas,2009,2009-2010,Football,4315.7,4315.7,0,110,39233.64,39233.64,0
8320,University of Northern Colorado,2009,2009-2010,Football,2267.55,2267.55,0,104,21803.37,21803.37,0
8321,University of Northern Iowa,2009,2009-2010,Football,2486.16,2949.47,-463.31,98,25368.98,30096.63,-4727.65
8322,University of Notre Dame,2009,2009-2010,Football,64163.06,29490.79,34672.28,124,517444.03,237828.95,279615.16
8323,University of Oklahoma Norman Campus,2009,2009-2010,Football,58295.89,20150.77,38145.12,115,506920.78,175224.09,331696.7
8324,University of Oregon,2009,2009-2010,Football,29505.91,18071.01,11434.89,105,281008.67,172104.86,108903.71
8325,University of Pennsylvania,2009,2009-2010,Football,2169.77,2079.04,90.74,119,18233.36,17470.92,762.52
8326,University of Puget Sound,2009,2009-2010,Football,325.78,325.78,0,89,3660.45,3660.45,0
8327,University of Redlands,2009,2009-2010,Football,398.34,432.73,-34.39,98,4064.69,4415.61,-350.92
8328,University of Rhode Island,2009,2009-2010,Football,3701.97,3730.27,-28.3,85,43552.59,43885.53,-332.94
8329,University of Richmond,2009,2009-2010,Football,5855.94,4783.89,1072.04,94,62297.23,50892.45,11404.68
8330,University of Rochester,2009,2009-2010,Football,385.9,352.72,33.18,81,4764.2,4354.57,409.63
8331,University of Saint Francis-Ft Wayne,2009,2009-2010,Football,2393.58,2393.58,0,126,18996.67,18996.67,0
8332,University of Saint Mary,2009,2009-2010,Football,312.1,306.84,5.26,72,4334.72,4261.67,73.06
8333,University of San Diego,2009,2009-2010,Football,1076.11,1076.11,0,97,11093.92,11093.92,0
8334,University of Sioux Falls,2009,2009-2010,Football,937.86,936.29,1.56,100,9378.6,9362.9,15.6
8335,University of South Alabama,2009,2009-2010,Football,5177.34,5177.34,0,122,42437.21,42437.21,0
8336,University of South Carolina-Columbia,2009,2009-2010,Football,58266.16,22794.21,35471.95,112,520233.57,203519.73,316713.84
8337,University of South Dakota,2009,2009-2010,Football,2019.93,2127.06,-107.13,89,22695.84,23899.55,-1203.71
8338,University of Southern California,2009,2009-2010,Football,29080.12,20820.47,8259.65,108,269260.37,192782.13,76478.24
8339,University of Southern Mississippi,2009,2009-2010,Football,5605.44,5605.44,0,119,47104.54,47104.54,0
8340,University of St Francis,2009,2009-2010,Football,1048.36,1048.36,0,89,11779.33,11779.33,0
8341,University of St Thomas,2009,2009-2010,Football,533.8,533.8,0,136,3925,3925,0
8342,University of St Thomas,2009,2009-2010,Football,533.8,533.8,0,136,3925,3925,0
8343,University of The Cumberlands,2009,2009-2010,Football,800.31,800.31,0,65,12312.46,12312.46,0
8344,University of The Incarnate Word,2009,2009-2010,Football,1366.31,1346.11,20.2,101,13527.82,13327.82,200
8345,University of Toledo,2009,2009-2010,Football,5536.56,5536.56,0,107,51743.55,51743.55,0
8346,University of Tulsa,2009,2009-2010,Football,6340.84,9420.69,-3079.86,124,51135.81,75973.31,-24837.58
8347,University of Utah,2009,2009-2010,Football,14690.17,9896.86,4793.31,121,121406.36,81792.23,39614.13
8348,University of Virginia-Main Campus,2009,2009-2010,Football,19004.65,15927.68,3076.98,121,157063.22,131633.72,25429.59
8349,University of Washington-Seattle Campus,2009,2009-2010,Football,33919.64,19207.56,14712.08,112,302853.93,171496.07,131357.86
8350,University of West Alabama,2009,2009-2010,Football,1085.72,1085.72,0,128,8482.19,8482.19,0
8351,University of West Georgia,2009,2009-2010,Football,1259.42,1259.42,0,106,11881.32,11881.32,0
8352,University of Wisconsin-Eau Claire,2009,2009-2010,Football,486.29,330.51,155.78,100,4862.9,3305.1,1557.8
8353,University of Wisconsin-La Crosse,2009,2009-2010,Football,273.74,216.85,56.88,95,2881.47,2282.63,598.74
8354,University of Wisconsin-Madison,2009,2009-2010,Football,38662.97,22041.49,16621.48,116,333301.47,190012.84,143288.62
8355,University of Wisconsin-Oshkosh,2009,2009-2010,Football,332.88,274.2,58.68,95,3504,2886.32,617.68
8356,University of Wisconsin-Platteville,2009,2009-2010,Football,401.58,416.07,-14.49,97,4140,4289.38,-149.38
8357,University of Wisconsin-River Falls,2009,2009-2010,Football,353.18,351.99,1.19,99,3567.47,3555.45,12.02
8358,University of Wisconsin-Stevens Point,2009,2009-2010,Football,203.49,277.65,-74.16,92,2211.85,3017.93,-806.09
8359,University of Wisconsin-Stout,2009,2009-2010,Football,341.59,341.58,0,95,3595.68,3595.58,0
8360,University of Wisconsin-Whitewater,2009,2009-2010,Football,185.23,187.88,-2.65,100,1852.3,1878.8,-26.5
8361,University of Wyoming,2009,2009-2010,Football,9145.22,6428.5,2716.72,107,85469.35,60079.44,25389.91
8362,Upper Iowa University,2009,2009-2010,Football,1171.1,1171.1,0,105,11153.33,11153.33,0
8363,Urbana University,2009,2009-2010,Football,1177.91,1173.43,4.49,116,10154.4,10115.78,38.71
8364,Ursinus College,2009,2009-2010,Football,350.79,350.79,0,85,4126.94,4126.94,0
8365,Utah State University,2009,2009-2010,Football,4563.93,5312,-748.07,117,39007.95,45401.71,-6393.76
8366,Utica College,2009,2009-2010,Football,362.94,359.44,3.5,156,2326.54,2304.1,22.44
8367,Valdosta State University,2009,2009-2010,Football,1978.17,1632.76,345.41,131,15100.53,12463.82,2636.72
8368,Valley City State University,2009,2009-2010,Football,245.69,245.69,0,102,2408.73,2408.73,0
8369,Valparaiso University,2009,2009-2010,Football,823.01,823.01,0,123,6691.14,6691.14,0
8370,Vanderbilt University,2009,2009-2010,Football,22506.49,14152.06,8354.43,105,214347.52,134781.52,79566
8371,Ventura College,2009,2009-2010,Football,254.65,237.98,16.67,95,2680.53,2505.05,175.47
8372,Vermilion Community College,2009,2009-2010,Football,60.12,57.49,2.63,44,1366.36,1306.59,59.77
8373,Villanova University,2009,2009-2010,Football,5228.23,5228.23,0,86,60793.37,60793.37,0
8374,Virginia Military Institute,2009,2009-2010,Football,3123.23,2790.79,332.45,89,35092.47,31357.19,3735.39
8375,Virginia Polytechnic Institute And State University,2009,2009-2010,Football,31155.87,16302.77,14853.1,133,234254.66,122577.22,111677.44
8376,Virginia State University,2009,2009-2010,Football,759,751.21,7.79,65,11676.92,11557.08,119.85
8377,Virginia Union University,2009,2009-2010,Football,809.84,809.84,0,87,9308.51,9308.51,0
8378,Wagner College,2009,2009-2010,Football,2014.73,1866.06,148.67,120,16789.42,15550.5,1238.92
8379,Wake Forest University,2009,2009-2010,Football,10227.92,12517.51,-2289.58,113,90512.57,110774.42,-20261.77
8380,Waldorf College,2009,2009-2010,Football,499.29,499.29,0,69,7236.09,7236.09,0
8381,Walsh University,2009,2009-2010,Football,1223.86,1194.25,29.61,95,12882.74,12571.05,311.68
8382,Wartburg College,2009,2009-2010,Football,344.68,344.68,0,134,2572.24,2572.24,0
8383,Washburn University,2009,2009-2010,Football,1046.1,980.44,65.66,101,10357.43,9707.33,650.1
8384,Washington & Jefferson College,2009,2009-2010,Football,437.93,437.93,0,135,3243.93,3243.93,0
8385,Washington And Lee University,2009,2009-2010,Football,291.14,291.14,0,74,3934.32,3934.32,0
8386,Washington State University,2009,2009-2010,Football,12754.54,9181.5,3573.05,120,106287.83,76512.5,29775.42
8387,Washington University In St Louis,2009,2009-2010,Football,397.85,396.59,1.26,86,4626.16,4611.51,14.65
8388,Wayne State College,2009,2009-2010,Football,637,637,0,106,6009.43,6009.43,0
8389,Wayne State University,2009,2009-2010,Football,1342.8,1342.8,0,95,14134.74,14134.74,0
8390,Webber International University,2009,2009-2010,Football,1513.29,1405.24,108.05,72,21017.92,19517.22,1500.69
8391,Weber State University,2009,2009-2010,Football,2421.77,2305.19,116.59,96,25226.77,24012.4,1214.48
8392,Wesley College,2009,2009-2010,Football,256.65,256.65,0,128,2005.08,2005.08,0
8393,Wesleyan University,2009,2009-2010,Football,301.26,343.95,-42.68,76,3963.95,4525.66,-561.58
8394,West Chester University of Pennsylvania,2009,2009-2010,Football,1614.52,797.1,817.42,101,15985.35,7892.08,8093.27
8395,West Los Angeles College,2009,2009-2010,Football,97.76,97.76,0,62,1576.77,1576.77,0
8396,West Texas A & M University,2009,2009-2010,Football,847.37,847.37,0,168,5043.87,5043.87,0
8397,West Valley College,2009,2009-2010,Football,112.39,107.39,5,72,1560.97,1491.53,69.44
8398,West Virginia State University,2009,2009-2010,Football,558.68,554.68,4,95,5880.84,5838.74,42.11
8399,West Virginia University,2009,2009-2010,Football,29467.61,14330.24,15137.38,133,221560.98,107746.17,113814.89
8400,West Virginia University Institute of Technology,2009,2009-2010,Football,565.09,565.09,0,71,7959.01,7959.01,0
8401,West Virginia Wesleyan College,2009,2009-2010,Football,1223.18,1223.18,0,114,10729.65,10729.65,0
8402,Western Carolina University,2009,2009-2010,Football,1874.22,1874.22,0,111,16884.86,16884.86,0
8403,Western Connecticut State University,2009,2009-2010,Football,287.45,290.65,-3.2,76,3782.24,3824.34,-42.11
8404,Western Illinois University,2009,2009-2010,Football,2246.79,2246.79,0,99,22694.85,22694.85,0
8405,Western Kentucky University,2009,2009-2010,Football,5768.24,5768.24,0,121,47671.4,47671.4,0
8406,Western Michigan University,2009,2009-2010,Football,5065.84,5065.84,0,105,48246.1,48246.1,0
8407,Western New England College,2009,2009-2010,Football,143.79,139.97,3.82,98,1467.24,1428.27,38.98
8408,Western New Mexico University,2009,2009-2010,Football,472.7,749.47,-276.77,93,5082.8,8058.82,-2976.02
8409,Western Oregon University,2009,2009-2010,Football,1034.98,1038.88,-3.9,121,8553.55,8585.79,-32.23
8410,Western State College of Colorado,2009,2009-2010,Football,728,864.09,-136.09,109,6678.9,7927.43,-1248.53
8411,Westfield State College,2009,2009-2010,Football,110.81,103.77,7.04,79,1402.66,1313.54,89.11
8412,Westminster College,2009,2009-2010,Football,275.13,269.43,5.7,84,3275.36,3207.5,67.86
8413,Westminster College,2009,2009-2010,Football,275.13,269.43,5.7,84,3275.36,3207.5,67.86
8414,Westminster College,2009,2009-2010,Football,275.13,269.43,5.7,84,3275.36,3207.5,67.86
8415,Westminster College,2009,2009-2010,Football,354.65,331.65,23,85,4172.35,3901.76,270.59
8416,Westminster College,2009,2009-2010,Football,354.65,331.65,23,85,4172.35,3901.76,270.59
8417,Westminster College,2009,2009-2010,Football,354.65,331.65,23,85,4172.35,3901.76,270.59
8418,Wheaton College,2009,2009-2010,Football,404.2,398.73,5.47,103,3924.27,3871.17,53.11
8419,Wheaton College,2009,2009-2010,Football,404.2,398.73,5.47,103,3924.27,3871.17,53.11
8420,Whittier College,2009,2009-2010,Football,260.78,245.03,15.75,87,2997.47,2816.44,181.03
8421,Widener University-Main Campus,2009,2009-2010,Football,536.74,523.97,12.78,130,4128.77,4030.54,98.31
8422,Wilkes University,2009,2009-2010,Football,325.93,301.32,24.62,93,3504.62,3240,264.73
8423,Willamette University,2009,2009-2010,Football,439.77,444.94,-5.17,121,3634.46,3677.19,-42.73
8424,William Jewell College,2009,2009-2010,Football,817.98,817.98,0,86,9511.4,9511.4,0
8425,William Paterson University of New Jersey,2009,2009-2010,Football,373.29,357.78,15.51,96,3888.44,3726.88,161.56
8426,William Penn University,2009,2009-2010,Football,948.86,939.22,9.64,63,15061.27,14908.25,153.02
8427,Williams College,2009,2009-2010,Football,292.99,310.73,-17.74,75,3906.53,4143.07,-236.53
8428,Wilmington College,2009,2009-2010,Football,249.49,246.76,2.73,82,3042.56,3009.27,33.29
8429,Wingate University,2009,2009-2010,Football,1130.81,1130.81,0,109,10374.4,10374.4,0
8430,Winona State University,2009,2009-2010,Football,1059.35,942,117.35,120,8827.92,7850,977.92
8431,Winston-Salem State University,2009,2009-2010,Football,1354.27,1464.06,-109.79,122,11100.57,12000.49,-899.92
8432,Wisconsin Lutheran College,2009,2009-2010,Football,312.61,303.53,9.08,84,3721.55,3613.45,108.1
8433,Wittenberg University,2009,2009-2010,Football,303.71,303.71,0,108,2812.13,2812.13,0
8434,Wofford College,2009,2009-2010,Football,3382.12,3382.12,0,101,33486.34,33486.34,0
8435,Worcester Polytechnic Institute,2009,2009-2010,Football,293.52,293.52,0,90,3261.33,3261.33,0
8436,Worcester State College,2009,2009-2010,Football,124.61,122.02,2.59,69,1805.94,1768.41,37.54
8437,Yale University,2009,2009-2010,Football,2526.97,2507.07,19.9,110,22972.45,22791.55,180.91
8438,Youngstown State University,2009,2009-2010,Football,3155.29,3155.29,0,102,30934.22,30934.22,0
8439,Yuba College,2009,2009-2010,Football,76.26,76.26,0,51,1495.29,1495.29,0
8440,Baker University,2009,2009-2010,Football,924.9,915.74,9.16,117,7905.13,7826.84,78.29
8441,Butler Community College,2009,2009-2010,Football,807.97,681.09,126.88,111,7279.01,6135.95,1143.06
8442,Chowan University,2009,2009-2010,Football,752.05,760.88,-8.84,133,5654.51,5720.9,-66.47
8443,El Camino College-Compton Center,2009,2009-2010,Football,49.67,47.17,2.5,74,671.22,637.43,33.78
