,unitid,DOE.Institution_Name,Year,ID_School,ID_Conference,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
2833,217882,Clemson University,2001-2002,CLEM,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
2834,217882,Clemson University,2001-2002,CLEM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,29,11,18,26,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2002Sports.csv
2839,217882,Clemson University,2001-2002,CLEM,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
2845,217882,Clemson University,2001-2002,CLEM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
2854,217882,Clemson University,2001-2002,CLEM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
2857,217882,Clemson University,2001-2002,CLEM,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,20,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
2898,217882,Clemson University,2001-2002,CLEM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),36,15,21,31,13,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,2002Sports.csv
3010,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3018,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3025,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3036,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),29,11,18,22,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,2002Sports.csv
3041,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3043,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3044,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3055,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,17,8,9,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2002Sports.csv
3062,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),19,19,0,7,7,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3066,218663,University of South Carolina-Columbia,2001-2002,SCAR,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,3,4,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
3100,221999,Vanderbilt University,2001-2002,VANDY,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3101,221999,Vanderbilt University,2001-2002,VANDY,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,3,4,1,1,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3102,221999,Vanderbilt University,2001-2002,VANDY,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2002Sports.csv
3103,221999,Vanderbilt University,2001-2002,VANDY,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,21,21,0,14,14,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2002Sports.csv
3134,221999,Vanderbilt University,2001-2002,VANDY,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),31,14,17,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,1,0,2002Sports.csv
3135,221999,Vanderbilt University,2001-2002,VANDY,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3136,221999,Vanderbilt University,2001-2002,VANDY,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,4,4,2,2,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3137,221999,Vanderbilt University,2001-2002,VANDY,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,0,8,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2002Sports.csv
3138,221999,Vanderbilt University,2001-2002,VANDY,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,15,15,0,6,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2002Sports.csv
3139,221999,Vanderbilt University,2001-2002,VANDY,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,20,7,13,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,1,1,0,2002Sports.csv
3175,228246,Southern Methodist University,2001-2002,SMU,CUSA,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3188,228246,Southern Methodist University,2001-2002,SMU,CUSA,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,2,10,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3189,228246,Southern Methodist University,2001-2002,SMU,CUSA,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
3190,228246,Southern Methodist University,2001-2002,SMU,CUSA,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,5,5,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3202,228246,Southern Methodist University,2001-2002,SMU,CUSA,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,6,6,0,12,12,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3249,228246,Southern Methodist University,2001-2002,SMU,CUSA,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
3262,228246,Southern Methodist University,2001-2002,SMU,CUSA,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,3,12,15,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3264,228246,Southern Methodist University,2001-2002,SMU,CUSA,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,3,5,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2002Sports.csv
3267,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3270,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3274,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,3,5,6,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3275,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3280,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,5,5,6,4,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
3284,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,1,4,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3285,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,4,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3292,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,7,5,7,5,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
3301,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,24,7,17,20,5,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,2002Sports.csv
3317,228723,Texas A & M University-College Station,2001-2002,TAM,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),33,11,22,29,9,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,2002Sports.csv
3391,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,5,6,7,2,5,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
3397,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,10,10,0,10,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3417,228778,The University of Texas at Austin,2001-2002,UT,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),32,16,16,28,16,12,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2002Sports.csv
3431,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,9,0,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3433,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3440,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3442,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3447,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3469,228778,The University of Texas at Austin,2001-2002,UT,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,27,15,12,23,15,8,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,2002Sports.csv
3470,228778,The University of Texas at Austin,2001-2002,UT,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,2,5,5,1,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3549,230728,Utah State University,2001-2002,UTA.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,2,7,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2002Sports.csv
3559,230728,Utah State University,2001-2002,UTA.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3560,230728,Utah State University,2001-2002,UTA.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3562,230728,Utah State University,2001-2002,UTA.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3567,230728,Utah State University,2001-2002,UTA.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,1,14,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3571,230728,Utah State University,2001-2002,UTA.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,1,6,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3573,230728,Utah State University,2001-2002,UTA.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,13,1,12,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3617,243744,Stanford University,2001-2002,STAN,PAC12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,1,10,8,1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3620,243744,Stanford University,2001-2002,STAN,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),45,16,29,33,12,21,0,0,0,2,1,1,7,2,5,0,0,0,0,0,0,3,1,2,2002Sports.csv
3636,243744,Stanford University,2001-2002,STAN,PAC12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3638,243744,Stanford University,2001-2002,STAN,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3651,243744,Stanford University,2001-2002,STAN,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,14,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3654,243744,Stanford University,2001-2002,STAN,PAC12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,2,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3656,243744,Stanford University,2001-2002,STAN,PAC12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,35,10,25,25,6,19,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,2,1,1,2002Sports.csv
3661,243744,Stanford University,2001-2002,STAN,PAC12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,9,9,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3671,243744,Stanford University,2001-2002,STAN,PAC12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
3673,243744,Stanford University,2001-2002,STAN,PAC12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,1,10,8,1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Sports.csv
2,100751,The University of Alabama,2002-2003,BAMA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,3,4,5,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
4,100751,The University of Alabama,2002-2003,BAMA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,4,7,6,3,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
5,100751,The University of Alabama,2002-2003,BAMA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,6,6,0,16,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
6,100751,The University of Alabama,2002-2003,BAMA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,10,0,4,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
7,100751,The University of Alabama,2002-2003,BAMA,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,22,3,19,18,2,16,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2003Sports.csv
12,100751,The University of Alabama,2002-2003,BAMA,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
40,100751,The University of Alabama,2002-2003,BAMA,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,5,2,2,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
52,100751,The University of Alabama,2002-2003,BAMA,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
62,100751,The University of Alabama,2002-2003,BAMA,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),31,8,23,23,5,18,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,5,3,2,2003Sports.csv
75,100751,The University of Alabama,2002-2003,BAMA,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Sports.csv
133,100858,Auburn University,2002-2003,AUB,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,2,7,7,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2003Sports.csv
