Player,Draft Year,Height Without Shoes,Height Without Shoes (inches),Height,Height (inches),Weight (lbs),Wingspan,Wingspan (inches),Reach,Reach (inches),Body Fat (%),Hand Length (inches),Hand Width (inches),No Step Verticle (inches),No Step Verticle Reach,No Step Verticle Reach (inches),Max Verticle (Inches),Max Verticle Reach,Max Verticle Reach (inches),Bench Press (reps of 185lbs.),Lane Agility Drill ,Sprint (3 Quarter Court in seconds),Predraft Rank,Draft Number,Draftexpress_Player_URL,Source,ID.Date
Yinka Dare,1994,"6' 10.5""",82.5,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,http://draftexpress.com/profile/Yinka-Dare-2142/,Draftexpress,5/1/94
Yi Jianlian,2007,"6' 11""",83,"7' 0.25""",84.25,246,"7' 3.5""",NA,NA,NA,3.40%,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,6,http://draftexpress.com/profile/Yi-Jianlian-44/,Draftexpress,5/1/07
Yemi Nicholson,2006,"6' 7.75""",79.75,"6' 9.5""",81.5,258,"7' 4.25""",NA,"8' 11""",107,17.20%,NA,NA,26.5,"11' 1.5""",133.5,26,"11' 1""",133,8,12.57,3.65,80,NA,http://draftexpress.com/profile/Yemi-Nicholson-342/,Draftexpress,5/1/06
Yemi Nicholson,2006,"6' 8.75""",80.75,"6' 9.75""",81.75,257,"7' 4""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Yemi-Nicholson-342/,Draftexpress,5/1/06
Yancy Gates,2012,"6' 8.25""",80.25,NA,NA,287,"7' 3""",87,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,11.7,3.46,NA,NA,http://draftexpress.com/profile/Yancy-Gates-1281/,Draftexpress,5/1/12
Yancy Gates,2009,NA,NA,"6' 9""",81,274,"7' 3""",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Yancy-Gates-1281/,Draftexpress,5/1/09
Yancy Gates,2009,NA,NA,"6' 9""",81,274,"7' 3""",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Yancy-Gates-1281/,Draftexpress,5/1/09
Xavi Rabaseda,2010,"6' 4.77""",76.77,"6' 6.35""",78.35,201,"6' 7.13""",79.13,"8' 7.15""",103.15,NA,NA,NA,24,"10' 7.15""",127.15,35,"11' 6.15""",138.15,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Xavi-Rabaseda-5876/,Draftexpress,5/1/10
Xavier Silas,2011,"6' 3.5""",75.5,"6' 5""",77,196,"6' 8.5""",80.5,"8' 5.5""",101.5,4.60%,9,NA,30.5,"11' 0""",132,37.5,"11' 7""",139,NA,8.26,3.96,NA,NA,http://draftexpress.com/profile/Xavier-Silas-6372/,Draftexpress,5/1/11
Xavier Henry,2010,"6' 5.25""",77.25,"6' 6.5""",78.5,210,"6' 11.25""",83.25,"8' 9""",105,4.70%,8.75,10,28.5,"11' 1.5""",133.5,36.5,"11' 9.5""",141.5,8,11.1,3.18,NA,15,http://draftexpress.com/profile/Xavier-Henry-1324/,Draftexpress,5/1/10
Xavier Gibson,2012,"6' 10""",82,"6' 11.5""",83.5,267,"7' 3.25""",87.25,"9' 2.5""",110.5,16.20%,9.5,NA,27,"11' 5.5""",137.5,28,"11' 6.5""",138.5,8,12.19,3.38,NA,NA,http://draftexpress.com/profile/Xavier-Gibson-5797/,Draftexpress,5/1/12
Xavier Gibson,2012,"6' 9.75""",81.75,NA,NA,266,"7' 3.5""",87.5,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,12.32,3.46,NA,NA,http://draftexpress.com/profile/Xavier-Gibson-5797/,Draftexpress,5/1/12
Wink Adams,2009,"5' 11.25""",71.25,"6' 0.25""",72.25,215,"6' 4.5""",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wink-Adams-294/,Draftexpress,5/1/09
Will Thomas,2008,"6' 6""",78,"6' 7""",79,226,"7' 1.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Will-Thomas-25392/,Draftexpress,5/1/08
Will Solomon,2001,"5' 11.75""",71.75,"6' 1.25""",73.25,172,"6' 9.5""",NA,"8' 3.5""",99.5,NA,NA,NA,28.5,"10' 8""",128,35,"11' 2.5""",134.5,4,11.3,3.22,41,32,http://draftexpress.com/profile/Will-Solomon-5225/,Draftexpress,5/1/01
Will McDonald,2003,"6' 9.5""",81.5,"6' 10""",82,258,"7' 3.5""",NA,"9' 1.5""",109.5,13.60%,NA,NA,25,"11' 2.5""",134.5,32.5,"11' 10""",142,17,11.83,3.42,48,NA,http://draftexpress.com/profile/Will-McDonald-5228/,Draftexpress,5/1/03
Willie Warren,2010,"6' 2.5""",74.5,"6' 3.75""",75.75,208,"6' 6""",78,"8' 3.5""",99.5,7.60%,8.5,9.5,23,"10' 2.5""",122.5,31.5,"10' 11""",131,10,11.21,3.5,NA,27,http://draftexpress.com/profile/Willie-Warren-5157/,Draftexpress,5/1/10
Willie Warren,2009,NA,NA,"6' 3.5""",75.5,196,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,http://draftexpress.com/profile/Willie-Warren-5157/,Draftexpress,5/1/09
Willie Green,2003,"6' 2.5""",74.5,"6' 3.5""",75.5,201,"6' 7.25""",NA,"8' 4""",100,8.00%,NA,NA,28.5,"10' 8.5""",128.5,38.5,"11' 6.5""",138.5,13,11.86,3.19,26,41,http://draftexpress.com/profile/Willie-Green-2634/,Draftexpress,5/1/03
Willie Cauley,2011,NA,NA,"7' 1.25""",85.25,221,"7' 2""",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Willie-Cauley-6441/,Draftexpress,5/1/11
Willie Cauley,2011,NA,NA,"7' 1.25""",85.25,221,"7' 2""",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Willie-Cauley-6441/,Draftexpress,5/1/11
William Buford,2012,"6' 4""",76,"6' 5""",77,215,"6' 9.5""",81.5,"8' 6""",102,11.30%,8.75,10,27.5,"10' 9.5""",129.5,32.5,"11' 2.5""",134.5,8,11.4,3.43,NA,NA,http://draftexpress.com/profile/William-Buford-1284/,Draftexpress,5/1/12
William Buford,2010,NA,NA,"6' 5""",77,209,"6' 10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/William-Buford-1284/,Draftexpress,5/1/10
William Buford,2009,NA,NA,"6' 5""",77,198,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/William-Buford-1284/,Draftexpress,5/1/09
Will Conroy,2005,"6' 1""",73,"6' 2""",74,189,"6' 3""",NA,"8' 0.5""",96.5,NA,NA,NA,30.5,"10' 7""",127,36.5,"11' 1""",133,14,10.51,3.28,8,NA,http://draftexpress.com/profile/Will-Conroy-430/,Draftexpress,5/1/05
Will Coleman,2011,"6' 7""",79,NA,NA,241,"7' 1.5""",85.5,"8' 10.75""",106.75,NA,NA,NA,31.5,"11' 6.25""",138.25,NA,NA,NA,NA,11.7,3.16,NA,NA,http://draftexpress.com/profile/Will-Coleman-5788/,Draftexpress,5/1/11
Will Bynum,2005,"5' 10.5""",70.5,"5' 11.5""",71.5,189,"6' 3.5""",NA,"7' 9""",93,NA,NA,NA,33,"10' 6""",126,40.5,"11' 1.5""",133.5,15,11.12,3,2,NA,http://draftexpress.com/profile/Will-Bynum-322/,Draftexpress,5/1/05
Will Blalock,2006,"5' 11.25""",71.25,"6' 0.5""",72.5,194,"6' 6""",NA,"8' 0.5""",96.5,7.20%,NA,NA,35,"10' 11.5""",131.5,40,"11' 4.5""",136.5,8,11.08,3.18,15,60,http://draftexpress.com/profile/Will-Blalock-574/,Draftexpress,5/1/06
Will Barton,2012,"6' 5""",77,"6' 6""",78,174,"6' 9.75""",81.75,"8' 6.5""",102.5,4.10%,9,9.5,30,"11' 0.5""",132.5,34,"11' 4.5""",136.5,,12.5,3.6,NA,40,http://draftexpress.com/profile/Will-Barton-5737/,Draftexpress,5/1/12
Will Barton,2009,NA,NA,"6' 6""",78,161,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,http://draftexpress.com/profile/Will-Barton-5737/,Draftexpress,5/1/09
Will Barton,2009,NA,NA,"6' 6""",78,161,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,http://draftexpress.com/profile/Will-Barton-5737/,Draftexpress,5/1/09
Weyinmi Efejuku,2009,"6' 4.5""",76.5,"6' 5.5""",77.5,218,"6' 7.5""",79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Weyinmi-Efejuku-5402/,Draftexpress,5/1/09
Wesley Witherspoon,2012,"6' 7.5""",79.5,"6' 8.75""",80.75,212,"6' 10.5""",82.5,"8' 9""",105,9.60%,9.38,NA,29.5,"11' 2.5""",134.5,35,"11' 8""",140,2,12.22,3.38,NA,NA,http://draftexpress.com/profile/Wesley-Witherspoon-5180/,Draftexpress,5/1/12
Wesley Witherspoon,2012,"6' 7.5""",79.5,NA,NA,215,"6' 10""",82,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,11.17,3.41,NA,NA,http://draftexpress.com/profile/Wesley-Witherspoon-5180/,Draftexpress,5/1/12
Wesley Witherspoon,2010,NA,NA,"6' 9""",81,208,"6' 8.5""",80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wesley-Witherspoon-5180/,Draftexpress,5/1/10
Wesley Wilson,2003,"6' 10.25""",82.25,"6' 11.25""",83.25,257,"7' 3""",NA,"9' 2.5""",110.5,12.40%,NA,NA,27,"11' 5.5""",137.5,30.5,"11' 9""",141,20,12.19,3.3,37,NA,http://draftexpress.com/profile/Wesley-Wilson-33291/,Draftexpress,5/1/03
Wes Matthews,2009,"6' 4""",76,"6' 5.25""",77.25,220,"6' 8.25""",80.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wesley-Matthews-5501/,Draftexpress,5/1/09
Wesley Johnson,2010,"6' 6.25""",78.25,"6' 7.25""",79.25,206,"7' 1""",85,"8' 10""",106,4.60%,9,9.5,32,"11' 6""",138,37,"11' 11""",143,16,11.43,3.14,NA,6,http://draftexpress.com/profile/Wesley-Johnson-1215/,Draftexpress,5/1/10
Wesley Johnson,2009,NA,NA,"6' 7""",79,206,"7' 0""",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,http://draftexpress.com/profile/Wesley-Johnson-1215/,Draftexpress,5/1/09
Wendell McKines,2012,"6' 4.25""",76.25,NA,NA,240,"6' 8.75""",80.75,NA,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,12.46,3.49,NA,NA,http://draftexpress.com/profile/Wendell-McKines-18417/,Draftexpress,5/1/12
Wayne Wallace,2003,"6' 7.25""",79.25,"6' 8.75""",80.75,187,"7' 2""",NA,"9' 0""",108,4.60%,NA,NA,29.5,"11' 5.5""",137.5,36,"12' 0""",144,6,11.85,3.24,53,NA,http://draftexpress.com/profile/Wayne-Wallace-5657/,Draftexpress,5/1/03
Wayne Simien,2005,"6' 7.25""",79.25,"6' 9""",81,256,"7' 0""",NA,"8' 11""",107,NA,NA,NA,27,"11' 2""",134,27.5,"11' 2.5""",134.5,11,11.05,3.35,49,29,http://draftexpress.com/profile/Wayne-Simien-82/,Draftexpress,5/1/05
Wayne Selden,2011,NA,NA,"6' 6""",78,223,"6' 10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wayne-Selden-6473/,Draftexpress,5/1/11
Wayne Ellington,2009,"6' 4.25""",76.25,"6' 5.25""",77.25,202,"6' 6.5""",78.5,"8' 4""",100,5.50%,NA,NA,31.5,"10' 11.5""",131.5,38,"11' 6""",138,13,11.14,3.2,NA,28,http://draftexpress.com/profile/Wayne-Ellington-482/,Draftexpress,5/1/09
Wayne Ellington,2008,"6' 3.75""",75.75,"6' 4.75""",76.75,194,"6' 7""",79,"8' 5.5""",101.5,5.40%,NA,NA,28,"10' 9.5""",129.5,34,"11' 3.5""",135.5,7,12.05,3.2,NA,28,http://draftexpress.com/profile/Wayne-Ellington-482/,Draftexpress,5/1/08
Wayne Ellington,2006,"6' 4""",76,NA,NA,NA,"6' 7.5""",NA,"8' 4""",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,http://draftexpress.com/profile/Wayne-Ellington-482/,Draftexpress,5/1/06
Wayne Chism,2010,"6' 7.5""",79.5,NA,NA,241,"7' 0.75""",84.75,"8' 10""",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wayne-Chism-1186/,Draftexpress,5/1/10
Wayne Blackshear,2010,NA,NA,"6' 5""",77,215,"6' 10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wayne-Blackshear-5717/,Draftexpress,5/1/10
Wayne Blackshear,2010,NA,NA,"6' 5""",77,215,"6' 10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wayne-Blackshear-5717/,Draftexpress,5/1/10
Wayne Blackshear,2010,"6' 5""",77,NA,NA,216,"6' 11""",83,"8' 5""",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wayne-Blackshear-5717/,Draftexpress,5/1/10
Wayne Blackshear,2009,NA,NA,"6' 5""",77,205,"6' 10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wayne-Blackshear-5717/,Draftexpress,5/1/09
Wayne Blackshear,2009,NA,NA,"6' 5""",77,205,"6' 10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wayne-Blackshear-5717/,Draftexpress,5/1/09
Warren Carter,2007,"6' 7.5""",79.5,"6' 9""",81,211,"7' 1""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Warren-Carter-1175/,Draftexpress,5/1/07
Wang Zhelin,2012,NA,NA,"7' 0""",84,251,"6' 11""",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Wang-Zhelin-6352/,Draftexpress,5/1/12
Walt Williams,1992,"6' 6.5""",78.5,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,http://draftexpress.com/profile/Walt-Williams-4920/,Draftexpress,5/1/92
Walter McCarty,1996,"6' 8.75""",80.75,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,http://draftexpress.com/profile/Walter-Mccarty-3485/,Draftexpress,5/1/96
Wally Szczerbiak,1999,"6' 7.5""",79.5,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,33,NA,NA,NA,NA,NA,NA,6,http://draftexpress.com/profile/Wally-Szczerbiak-4535/,Draftexpress,5/1/99
Vytenis Cizauskas,2012,NA,NA,"6' 3""",75,191,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Vytenis-Cizauskas-6137/,Draftexpress,5/1/12
Vlad Moldoveanu,2011,"6' 8.75""",80.75,NA,NA,219,"6' 9.5""",81.5,"8' 9.25""",105.25,NA,NA,NA,21.5,"10' 6.75""",126.75,NA,NA,NA,NA,12.85,3.55,NA,NA,http://draftexpress.com/profile/Vlad-Moldoveanu-6383/,Draftexpress,5/1/11
Vladimir Jankovic,2010,"6' 5.95""",77.95,"6' 7.53""",79.53,201,"6' 7.92""",79.92,"8' 8.33""",104.33,NA,NA,NA,22.8,"10' 7.13""",127.13,31.5,"11' 3.83""",135.83,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Vladimir-Jankovic-5276/,Draftexpress,5/1/10
Vladimir Golubovic,2008,"6' 11.25""",83.25,"7' 0.25""",84.25,258,"7' 2.5""",NA,"9' 3.5""",111.5,6.90%,NA,NA,21.5,"11' 1""",133,27,"11' 6.5""",138.5,15,12.4,3.33,NA,NA,http://draftexpress.com/profile/Vladimir-Golubovic-5094/,Draftexpress,5/1/08
Vladimir Dasic,2010,"6' 8.71""",80.71,"6' 10.28""",82.28,221,"7' 0.25""",84.25,"9' 0.66""",108.66,NA,NA,NA,22.8,"10' 11.46""",131.46,30.3,"11' 6.96""",138.96,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Vladimir-Dasic-533/,Draftexpress,5/1/10
Vladimir Dasic,2009,"6' 8.25""",80.25,"6' 10.25""",82.25,226,"6' 11.75""",83.75,"8' 11""",107,NA,NA,NA,NA,NA,NA,31,"11' 6""",138,NA,NA,3.63,NA,NA,http://draftexpress.com/profile/Vladimir-Dasic-533/,Draftexpress,5/1/09
Vlade Divac,1989,"7' 1""",85,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,http://draftexpress.com/profile/Vlade-Divac-2244/,Draftexpress,5/1/89
Vincent Yarbrough,2002,"6' 5.5""",77.5,"6' 7""",79,202,"7' 0.5""",NA,"8' 8.5""",104.5,NA,NA,NA,30,"11' 2.5""",134.5,34,"11' 6.5""",138.5,10,11.7,3.32,43,32,http://draftexpress.com/profile/Vincent-Yarbrough-5000/,Draftexpress,5/1/02
Vincent Grier,2006,"6' 3""",75,"6' 4.25""",76.25,210,"6' 10.75""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Vincent-Grier-358/,Draftexpress,5/1/06
Vince Carter,1998,"6' 5.5""",77.5,NA,NA,219,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,43,NA,NA,NA,NA,NA,NA,5,http://draftexpress.com/profile/Vince-Carter-1951/,Draftexpress,5/1/98
Vin Baker,1993,"6' 11.5""",83.5,NA,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,http://draftexpress.com/profile/Vin-Baker-1571/,Draftexpress,5/1/93
Viktor Keirou,2006,"6' 5.25""",77.25,"6' 6""",78,202,"6' 9.25""",NA,"8' 8""",104,5.50%,NA,NA,29,"11' 1""",133,34.5,"11' 6.5""",138.5,11,11.4,3.24,34,NA,http://draftexpress.com/profile/Viktor-Keirou-119/,Draftexpress,5/1/06
Victor Nickerson,2010,NA,NA,"6' 7""",79,179,"6' 8""",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Victor-Nickerson-41140/,Draftexpress,5/1/10
Victor Nickerson,2010,NA,NA,"6' 7""",79,179,"6' 8""",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Victor-Nickerson-41140/,Draftexpress,5/1/10
Victor Alexander,1991,"6' 8""",80,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,http://draftexpress.com/profile/Victor-Alexander-1477/,Draftexpress,5/1/91
Vernon Macklin,2011,"6' 8.5""",80.5,NA,NA,243,"7' 3.5""",87.5,"9' 0.75""",108.75,NA,NA,NA,31,"11' 7.75""",139.75,NA,NA,NA,NA,12.9,3.03,NA,52,http://draftexpress.com/profile/Vernon-Macklin-235/,Draftexpress,5/1/11
Vernon Macklin,2010,NA,NA,"6' 10""",82,230,"7' 3""",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,http://draftexpress.com/profile/Vernon-Macklin-235/,Draftexpress,5/1/10
Vernon Macklin,2010,NA,NA,"6' 10""",82,230,"7' 3""",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,http://draftexpress.com/profile/Vernon-Macklin-235/,Draftexpress,5/1/10
Vernon Macklin,2006,"6' 8.5""",80.5,NA,NA,NA,"7' 4""",NA,"9' 1""",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,http://draftexpress.com/profile/Vernon-Macklin-235/,Draftexpress,5/1/06
Vassil Evtimov,2000,"6' 9.75""",81.75,"6' 10.5""",82.5,262,"6' 10.5""",NA,"8' 10.5""",106.5,NA,NA,NA,21,"10' 7.5""",127.5,28.5,"11' 3""",135,13,11.75,3.52,50,NA,http://draftexpress.com/profile/Vassil-Evtimov-36508/,Draftexpress,5/1/00
Valdas Vasylius,2007,"6' 7""",79,"6' 7.25""",79.25,215,"6' 7.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Valdas-Vasylius-26205/,Draftexpress,5/1/07
Vaggelis Sakellariou,2009,"6' 3""",75,"6' 3.75""",75.75,201,"6' 3.5""",75.5,"8' 2""",98,NA,NA,NA,24,"10' 2""",122,26,"10' 4""",124,NA,NA,3.99,NA,NA,http://draftexpress.com/profile/Vaggelis-Sakellariou-39365/,Draftexpress,5/1/09
Uros Nikolic,2009,"6' 8.75""",80.75,"6' 9.75""",81.75,239,"7' 1""",85,"8' 11""",107,NA,NA,NA,25,"11' 0""",132,32,"11' 7""",139,NA,NA,3.86,NA,NA,http://draftexpress.com/profile/Uros-Nikolic-38613/,Draftexpress,5/1/09
Ugonna Okyekwe,2003,"6' 7.25""",79.25,"6' 8.5""",80.5,228,"7' 3""",NA,"9' 1""",109,4.30%,NA,NA,32,"11' 9""",141,36.5,"12' 1.5""",145.5,8,11.43,3.2,28,NA,http://draftexpress.com/profile/Ugonna-Onyekwe-32725/,Draftexpress,5/1/03
Udonis Haslem,2002,"6' 7.75""",79.75,"6' 7.75""",79.75,250,"6' 11""",NA,"8' 11""",107,NA,NA,NA,28.5,"11' 3.5""",135.5,33.5,"11' 8.5""",140.5,22,11.8,3.31,28,NA,http://draftexpress.com/profile/Udonis-Haslem-2754/,Draftexpress,5/1/02
Uche Okafor,2002,"6' 9""",81,"6' 10""",82,229,"7' 5.5""",NA,"9' 4""",112,NA,NA,NA,24.5,"11' 4.5""",136.5,25,"11' 5""",137,10,14.45,3.34,72,NA,http://draftexpress.com/profile/Uche-Okafor-49984/,Draftexpress,5/1/02
Uche Nsonwu-Amadi ,2003,"6' 7.75""",79.75,"6' 9.25""",81.25,246,"7' 3.75""",NA,"8' 10.5""",106.5,6.00%,NA,NA,27.5,"11' 2""",134,29,"11' 3.5""",135.5,21,11.83,3.25,25,NA,http://draftexpress.com/profile/Uche-Nsonwu-Amadi-5477/,Draftexpress,5/1/03
Tyson Wheeler,1998,"5' 11.5""",71.5,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,http://draftexpress.com/profile/Tyson-Wheeler-4831/,Draftexpress,5/1/98
Tyson Chandler,2001,"6' 11.5""",83.5,"7' 0.5""",84.5,224,"7' 3""",NA,"9' 2""",110,NA,NA,NA,31,"11' 9""",141,33.5,"11' 11.5""",143.5,2,12.13,3.36,68,2,http://draftexpress.com/profile/Tyson-Chandler-1974/,Draftexpress,5/1/01
Tyshawn Taylor,2012,"6' 2.75""",74.75,"6' 4""",76,177,"6' 6.25""",78.25,"8' 1.5""",97.5,4.20%,8.75,8.75,32,"10' 9.5""",129.5,36.5,"11' 2""",134,,11.48,3.2,NA,41,http://draftexpress.com/profile/Tyshawn-Taylor-5528/,Draftexpress,5/1/12
Tyrus Thomas,2006,"6' 7.25""",79.25,"6' 8.25""",80.25,217,"7' 3""",NA,"9' 0""",108,5.60%,NA,NA,34,"11' 10""",142,39.5,"12' 3.5""",147.5,8,11.36,3.2,22,4,http://draftexpress.com/profile/Tyrus-Thomas-511/,Draftexpress,5/1/06
Tyrone Nesby,1998,"6' 6""",78,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyrone-Nesby-3739/,Draftexpress,5/1/98
Tyrone Johnson,2011,NA,NA,"6' 2.5""",74.5,191,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyrone-Johnson-34994/,Draftexpress,5/1/11
Tyrone Johnson,2010,NA,NA,"6' 2.5""",74.5,191,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyrone-Johnson-34994/,Draftexpress,5/1/10
Tyrone Johnson,2010,"6' 2""",74,NA,NA,187,"6' 7""",79,"8' 2""",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyrone-Johnson-34994/,Draftexpress,5/1/10
Tyrone Brazelton,2008,"5' 10""",70,"5' 11""",71,166,"6' 1.75""",73.75,"7' 10""",94,5.70%,NA,NA,24.5,"9' 10.5""",118.5,29.5,"10' 3.5""",123.5,8,11.59,3.25,NA,NA,http://draftexpress.com/profile/Tyrone-Brazelton-5627/,Draftexpress,5/1/08
Tyrese Rice,2009,"5' 11.75""",71.75,"6' 0.75""",72.75,183,"6' 2.75""",74.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyrese-Rice-1082/,Draftexpress,5/1/09
Tyren Johnson,2010,"6' 6.5""",78.5,NA,NA,209,"6' 8""",80,"8' 8""",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyren-Johnson-5845/,Draftexpress,5/1/10
Tyrell Corbin,2011,NA,NA,"6' 0""",72,170,"6' 1.5""",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyrell-Corbin-42058/,Draftexpress,5/1/11
Tyrell Corbin,2010,NA,NA,"6' 0""",72,170,"6' 1.5""",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Tyrell-Corbin-42058/,Draftexpress,5/1/10
Tyreke Evans,2009,"6' 4""",76,"6' 5.25""",77.25,221,"6' 11.25""",83.25,"8' 8""",104,7.10%,NA,NA,28.5,"11' 0.5""",132.5,34,"11' 6""",138,7,11.81,3.17,NA,6,http://draftexpress.com/profile/Tyreke-Evans-1110/,Draftexpress,5/1/09
