Season,Year_Start,Year_End,Date,Month,Day,Name,Person_Type,Current_Team,Team,First_Team,Second_Team,Third_Team,Notes,Award,Award.Name,League,fname,PTS,REB,AST,Wins,Losses,WL%,PPG,RPG,APG,BPG,PPG_Previous,RPG_Previous,APG_Previous,SPG,FG%,FT%,source
1960-1961,1960,1961,NA,NA,NA,Larry Costello,Player,Philadelphia 76ers,Syracuse Nationals,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1960-1961,1960,1961,NA,NA,NA,Gene Shue,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Bob Pettit,Player,Atlanta Hawks,St. Louis Hawks,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Elgin Baylor,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Wilt Chamberlain,Player,Golden State Warriors,Philadelphia Warriors,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Tom Heinsohn,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Jack Twyman,Player,Sacramento Kings,Cincinnati Royals,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Bill Russell,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Richie Guerin,Player,New York Knicks,New York Knicks,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1961-1962,1961,1962,NA,NA,NA,Bob Cousy,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Elgin Baylor,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Bob Pettit,Player,Atlanta Hawks,St. Louis Hawks,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Bill Russell,Player,Boston Celtics,Boston,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Tom Heinsohn,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Bailey Howell,Player,Detroit Pistons,Detroit Pistons,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Wilt Chamberlain,Player,Golden State Warriors,San Francisco Warriors,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Bob Cousy,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1962-1963,1962,1963,NA,NA,NA,Hal Greer,Player,Philadelphia 76ers,Syracuse Nationals,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Bob Pettit,Player,Atlanta Hawks,St. Louis Hawks,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Elgin Baylor,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Wilt Chamberlain,Player,Golden State Warriors,San Francisco Warriors,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Tom Heinsohn,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Jerry Lucas,Player,Sacramento Kings,Cincinnati Royals,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Bill Russell,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,John Havlicek,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1963-1964,1963,1964,NA,NA,NA,Hal Greer,Player,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Elgin Baylor,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Jerry Lucas,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Bill Russell,Player,Boston Celtics,Boston,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Bob Pettit,Player,Atlanta Hawks,St. Louis Hawks,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Gus Johnson,Player,Washington Wizards,Baltimore Bullets,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Wilt Chamberlain,Player,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,Played for San Francisco and Philadelphia,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Sam Jones,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1964-1965,1964,1965,NA,NA,NA,Hal Greer,Player,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Rick Barry,Player,Golden State Warriors,San Francisco Warriors,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Jerry Lucas,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Wilt Chamberlain,Player,Philadelphia 76ers,Philadelphia 76ers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,John Havlicek,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Gus Johnson,Player,Washington Wizards,Baltimore Bullets,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Bill Russell,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Sam Jones,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1965-1966,1965,1966,NA,NA,NA,Hal Greer,Player,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Rick Barry,Player,Golden State Warriors,San Francisco Warriors,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Elgin Baylor,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Wilt Chamberlain,Player,Philadelphia 76ers,Philadelphia 76ers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Willis Reed,Player,New York Knicks,New York Knicks,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Jerry Lucas,Player,Sacramento Kings,Cincinnati Royals,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Bill Russell,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Hal Greer,Player,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1966-1967,1966,1967,NA,NA,NA,Sam Jones,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Elgin Baylor,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Jerry Lucas,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Wilt Chamberlain,Player,Philadelphia 76ers,Philadelphia 76ers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Dave Bing,Player,Detroit Pistons,Detroit Pistons,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Willis Reed,Player,New York Knicks,New York Knicks,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,John Havlicek,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Bill Russell,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Hal Greer,Player,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1967-1968,1967,1968,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Billy Cunningham,Player,Philadelphia 76ers,Philadelphia 76ers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Elgin Baylor,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Wes Unseld,Player,Washington Wizards,Baltimore Bullets,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Earl Monroe,Player,Washington Wizards,Baltimore Bullets,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,John Havlicek,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Dave DeBusschere,Player,New York Knicks,New York Knicks,NA,TRUE,NA,Played for Detroit and New York,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Willis Reed,Player,New York Knicks,New York Knicks,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Hal Greer,Player,Philadelphia 76ers,Philadelphia 76ers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1968-1969,1968,1969,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Billy Cunningham,Player,Philadelphia 76ers,Philadelphia 76ers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Connie Hawkins,Player,Phoenix Suns,Phoenix Suns,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Willis Reed,Player,New York Knicks,New York Knicks,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Jerry West,Player,Los Angeles Lakers,Los Angeles Lakers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Walt Frazier,Player,New York Knicks,New York Knicks,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,John Havlicek,Player,Boston Celtics,Boston,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Gus Johnson,Player,Washington Wizards,Baltimore Bullets,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Kareem Abdul-Jabbar,Player,Milwaukee Bucks,Milwaukee Bucks,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Lou Hudson,Player,Atlanta Hawks,Atlanta Hawks,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1969-1970,1969,1970,NA,NA,NA,Oscar Robertson,Player,Sacramento Kings,Cincinnati Royals,NA,TRUE,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1970-1971,1970,1971,NA,NA,NA,John Havlicek,Player,Boston Celtics,Boston,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
1970-1971,1970,1971,NA,NA,NA,Billy Cunningham,Player,Philadelphia 76ers,Philadelphia 76ers,TRUE,NA,NA,,All-NBA,NA,NBA,All NBA Winners.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBAstats.prv.pl
