RSCI,Player,HS,PS,AS,RC,Total,Ht,Height_Inches,Pos,College,City.State,State,City,Country,Class,Ranking_Date,fname,Pre,Chg,DT,RB,SN,HP,FB,HH,FS,VB,JG,SS,Avg,X5yr,Dev,VC,HM,RH,SI,SC,MP,RU,IR,FC
62,Melquan Bolding,27,78,NA,NA,164,6'3,75,SF,Louisville,"White Plains, NY",NY,White Plains,United States,2008,6/1/2007,rcsi08_Summer.csv,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
76,Hollis Thompson ,NA,NA,NA,63,164,6'6,78,SF,Georgetown,"Los Angeles, CA",CA,Los Angeles,United States,2009,5/1/2009,rcsi09_Final.csv,NA,-49,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
38,Russell Robinson,32,NA,NA,20,163,6'2,74,SG,,"New York, NY",NY,New York,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA
60,Cassan Breeden,89,79,NA,62,163,6'8,80,PF,,"Bennettsville, SC",SC,Bennettsville,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,,15.1,NA,60,NA,NA,NA,NA,NA,NA,NA
75,J.J. Moore ,NA,68,52,NA,163,6'6 ,78,SF,,"Brentwood, NY",NY,Brentwood,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,43,NA,85,61,NA,NA,NA,NA,NA,NA
53,Romain Guessagba-Sato,18,NA,48,NA,162,6'4,76,SG,Xavier,"Dayton, OH",OH,Dayton,United States,2000,7/29/2000,rcsi00_Final.csv,64,11,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,Lorenzo Wade,60,NA,36,NA,162,6'4,76,SG,Prep School,"Las Vegas, NV",NV,Las Vegas,United States,2003,8/12/2003,rcsi03_Final.csv,NA,new,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Darnell Jackson,89,86,NA,54,162,6'9,81,PF,Kansas,"Oklahoma City, OK",OK,Oklahoma City,United States,2004,7/1/2004,rcsi04_Final.csv,NA,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,,17.7,52,NA,NA,NA,NA,NA,NA,NA,NA
39,Roy Bright,12,NA,NA,53,162,6'6,78,SF,,"Durham, NC",NC,Durham,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
70,Nigel Munson,43,58,NA,NA,162,6'3,75,PG,Virginia Tech,"Hyattsville, MD",MD,Hyattsville,United States,2006,5/1/2006,rcsi06_Final.csv,NA,new,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,79,76,NA,NA,NA,NA,NA,NA
63,Darnell Wilks,69,48,NA,42,162,6'8,80,SF,Cincinnati,"Whites Creek, TN",TN,Whites Creek,United States,2008,6/1/2007,rcsi08_Summer.csv,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,24.3,NA,84,NA,NA,NA,NA,NA,NA,NA
64,Cory Jefferson ,93,NA,NA,21,162,6'9 ,81,C,Baylor,"Killeen, TX",TX,Killeen,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,29,NA,69,NA,69,NA,NA,NA,NA,NA
54,Fred Jones,33,90,66,NA,162,6'4,76,SG,Oregon,"Gresham, OR",OR,Gresham,United States,1998,6/1/1998,rcsi98_Final.csv,NA,0,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Matt Barnes,53,54,71,NA,162,6'7,79,SF,"University of California, Los Angeles","Fair Oaks, CA",CA,Fair Oaks,United States,1998,6/1/1998,rcsi98_Final.csv,NA,-1,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Josh Moore,55,40,NA,NA,162,6'11,83,C,Rutgers,"Jersey City, NJ",NJ,Jersey City,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
54,Neil Fingleton,NA,38,62,NA,161,7'6,90,C,North Carolina,"Worcester, MA",MA,Worcester,United States,2000,7/29/2000,rcsi00_Final.csv,40,-14,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Derrick Byars,60,64,NA,NA,161,6'7,79,SF,Virginia,"Memphis, TN",TN,Memphis,United States,2002,8/25/2002,rcsi02_Final.csv,NA,-2,61,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Chester Giles,77,70,NA,62,161,6'11,83,C,Kansas,"Seattle, WA",WA,Seattle,United States,2004,7/1/2004,rcsi04_Final.csv,NA,-4,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,69, ,8.1,76,NA,NA,NA,NA,NA,NA,NA,NA
75,Clint Chapman,69,NA,59,69,161,6'9,81,C,University of Texas at Austin,"Canby, OR",OR,Canby,United States,2007,5/1/2007,rcsi07_Final.csv,NA,new,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,71, ,16.9,NA,53,NA,NA,NA,NA,NA,NA,NA
70,DeJuan Blair,51,86,NA,NA,161,6'7,79,PF,,"Pittsburgh, PA",PA,Pittsburgh,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,new,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,81,NA,NA,NA,NA,NA,NA
74,Terrance Henry,75,84,NA,65,161,6'9,81,PF,Mississippi,"Monroe, LA",LA,Monroe,United States,2008,5/1/2008,rcsi08_Final.csv,NA,-8,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,,7.3,NA,68,98,83,NA,NA,NA,NA,NA
74,Ater Majok,NA,NA,NA,13,161,6'10,82,PF-SF,Connecticut,"Carlingford, Australia",,Carlingford,Australia,2008,5/1/2008,rcsi08_Final.csv,NA,new,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Steven Blake,78,44,20,NA,161,6'3,75,PG-SG,Maryland,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Larry Turner,96,54,NA,NA,160,6'10,82,C,Georgia,"Milledgeville, GA",GA,Milledgeville,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,-1,58,NA,65,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Jeff Horner,70,55,NA,NA,160,6'2,74,PG,Iowa,"Mason City, IA",IA,Mason City,United States,2002,8/25/2002,rcsi02_Final.csv,NA,-15,70,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Chester Giles,75,81,NA,62,160,6'11,83,C,University of Miami,"Seattle, WA",WA,Seattle,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,69, ,10.8,NA,73,NA,NA,NA,NA,NA,NA,NA
40,DeAaron Williams,18,NA,NA,89,160,6'5,77,SF,,"Bartonville, IL",IL,Bartonville,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
40,Dion Dowell,47,NA,NA,51,160,6'7,79,SF,University of Texas at Austin,"Texas City, TX",TX,Texas City,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
61,Joey Cameron,60,46,NA,NA,160,6'9,81,PF,University of Tennessee,"Leeds, AL",AL,Leeds,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,93,NA,NA,NA,NA,NA,NA,NA
70,Antonio Pena,NA,56,NA,68,160,6'7,79,PF,Villanova,"Oakdale, CT",CT,Oakdale,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,18,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,68,72,NA,NA,NA,NA,NA,NA
54,Keenan Ellis,89,38,NA,NA,160,6'10,82,PF,,"Cincinnati, OH",OH,Cincinnati,United States,2007,6/1/2006,rcsi07_PreSummer.csv,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
71,Dorenzo Hudson,NA,59,NA,NA,160,6'4,76,SG,,"Chatham, VA",VA,Chatham,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,8,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,76,NA,NA,NA,NA,NA,NA
79,Eric Bledsoe,91,81,NA,67,160,6'0 ,72,PG,,"Birmingham, AL",AL,Birmingham,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,new ,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,61,NA,90,44,NA,NA,NA,NA,NA,NA
76,Matt Derenbecker ,NA,82,69,71,160,6'7 ,79,SF,LSU,"Metairie, LA",LA,Metairie,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,51,NA,75,78,90,NA,NA,NA,NA,NA
54,Stephane Pelle,85,67,26,NA,160,6'9,81,PF,Colorado,"Mercersburg, PA",PA,Mercersburg,United States,1999,12/26/1998,rcsi99_Preseason.csv,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
54,Brett Buscher,60,84,27,74,159,6'8,80,PF,Purdue,"Chesterton, IN",IN,Chesterton,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Jamar Butler,34,NA,NA,75,159,6'2,74,PG,Cincinnati,"Lima, OH",OH,Lima,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
64,Lawrence Hill,57,76,NA,76,159,6'8,80,PF,Stanford,"Glendale, AZ",AZ,Glendale,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,7,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,,22.3,NA,39,NA,NA,NA,NA,NA,NA,NA
71,L.J. Rose ,NA,77,NA,96,159,6'2 ,74,PG,Baylor,"Houston, TX",TX,Houston,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,11,69,NA,NA,NA,67,64,NA,NA,NA
56,Tony Akins,55,77,43,NA,159,6'1,73,PG,Georgia Tech,"Lilburn, GA",GA,Lilburn,United States,1998,6/1/1998,rcsi98_Final.csv,NA,1,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Joakim Noah,NA,47,NA,75,158,6'8,80,PF,Florida,"New York, NY",NY,New York,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,67,NA,NA,NA,NA,NA,NA,NA
65,Reginald Delk,55,100,NA,81,158,6'4,76,SG,Mississippi State,"Jackson, TN",TN,Jackson,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,-8,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,69, ,20.5,NA,52,NA,NA,NA,NA,NA,NA,NA
57,Trevon Hughes,NA,79,NA,57,158,6'1,73,PG,,"Delafield, WI",WI,Delafield,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
64,Brandan Lane ,59,NA,NA,69,158,6'9 ,81,PF,,"Rocklin, CA",CA,Rocklin,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,16,NA,77,NA,78,NA,NA,NA,NA,NA
74,Jamail Jones ,NA,79,NA,52,158,6'6 ,78,SF,Marquette,"Decatur, GA",GA,Decatur,United States,2010,6/1/2010,rcsi10_Final.csv,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,54,NA,96,67,53,NA,NA,NA,NA,NA
73,Rosco Allen ,NA,63,NA,73,158,6'7 ,79,SF,Stanford,"Las Vegas, NV",NV,Las Vegas,United States,2012,5/1/2012,rcsi12_Final.csv,NA,-7,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,56,79,NA,NA,NA,80,87,NA,NA,NA
75,Tahj Holden,NA,NA,53,NA,158,6'10,82,PF,Maryland,"Little Silver, NJ",NJ,Little Silver,United States,1999,6/13/1999,rcsi99_Final.csv,NA,-10,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,66,60
75,Richard Wright,77,85,72,NA,158,6'6,78,PF,Villanova,"East Chicago, IN",IN,East Chicago,United States,1999,6/13/1999,rcsi99_Final.csv,NA,-1,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,78,67
68,Levi Watkins,84,64,NA,NA,157,6'7,79,SF,North Carolina State,"Rockville, MD",MD,Rockville,United States,2001,9/1/2000,rcsi01_Summer.csv,NA,3,69,NA,70,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Chris McCray,40,65,NA,NA,157,6'4,76,SG,Maryland,"Seat Pleasant, MD",MD,Seat Pleasant,United States,2002,8/25/2002,rcsi02_Final.csv,NA,14,71,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Jamar Butler,81,66,NA,69,157,6'2,74,PG,Ohio State,"Lima, OH",OH,Lima,United States,2004,7/1/2004,rcsi04_Final.csv,NA,-7,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,,6.8,63,NA,NA,NA,NA,NA,NA,NA,NA
67,David McClure,79,75,NA,86,157,6'5,77,SF,Duke,"Stamford, CT",CT,Stamford,United States,2004,2/1/2004,rcsi04_Midseason.csv,NA,-11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,70, ,15.6,NA,61,NA,NA,NA,NA,NA,NA,NA
57,Reginald Delk,67,NA,NA,73,157,6'4,76,SG,Mississippi State,"Jackson, TN",TN,Jackson,United States,2005,6/1/2005,rcsi05_Final.csv,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
58,Alex Tyus,NA,75,NA,66,157,6'7,79,SF,,"Florissant, MO",MO,Florissant,United States,2006,6/1/2005,rcsi06_PreSummer.csv,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
71,Demond Carter,37,81,NA,61,157,6'0,72,PG,Baylor,"LaPlace, LA",LA,LaPlace,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,-12,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
55,Trevor Mbakwe,NA,47,NA,79,157,6'8,80,PF,,"Mendota Heights, MN",MN,Mendota Heights,United States,2007,6/1/2006,rcsi07_PreSummer.csv,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
66,Richard Howell ,85,NA,NA,73,157,6'7 ,79,PF,,"Marietta, GA",GA,Marietta,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,16,NA,52,NA,57,NA,NA,NA,NA,NA
80,Rashanti Harris,NA,NA,NA,26,157,6'8 ,80,C,Georgia State,"Columbus, NC",NC,Columbus,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,new ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,61,NA,19,NA,NA,NA,NA,NA,NA,NA
74,Evan Nolte ,NA,NA,NA,91,157,6'8 ,80,PF,Virginia,"Alpharetta, GA",GA,Alpharetta,United States,2012,5/1/2012,rcsi12_Final.csv,NA,15,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,60,71,NA,NA,NA,79,55,NA,NA,NA
57,Broderick Hicks,78,63,56,NA,157,6'1,73,PG,Wake Forest,"Houston, TX",TX,Houston,United States,1998,6/1/1998,rcsi98_Final.csv,NA,-2,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Kendall Dartez,80,29,NA,NA,156,6'10,82,C,JuCo,"Cecelia, LA",LA,Cecelia,United States,2000,7/29/2000,rcsi00_Final.csv,82,27,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Greg Brown,71,70,NA,NA,156,6'1,73,SG,,"Milwaukee, WI",WI,Milwaukee,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,3,66,NA,NA,NA,NA,NA,NA,70,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Dez Willingham,38,72,94,NA,156,5'11,71,PG,Kansas State,"DeSoto, TX",TX,DeSoto,United States,2003,8/12/2003,rcsi03_Final.csv,NA,-3,NA,NA,NA,NA,NA,NA,80,NA,NA,65,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Marshall Brown,44,NA,NA,35,156,6'6,78,SF,,"Austin, TX",TX,Austin,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
66,Shane Clark,NA,87,NA,65,156,6'6,78,SF,Villanova,"Philadelphia, PA",PA,Philadelphia,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,-29,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
66,Andre McGee,21,52,NA,87,156,5'10,70,PG,Louisville,"Moreno Valley, CA",CA,Moreno Valley,United States,2005,10/1/2004,rcsi05_Fall.csv,NA,-30,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,70, ,32.6,NA,98,NA,NA,NA,NA,NA,NA,NA
58,Jovan Adams,NA,75,NA,25,156,6'1,73,PG,"University of Nevada, Las Vegas","Houston, TX",TX,Houston,United States,2005,6/1/2005,rcsi05_Final.csv,NA,-10,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
67,Kyle Hardrick ,69,NA,NA,NA,156,6'9 ,81,C,Oklahoma,"Lawton, OK",OK,Lawton,United States,2009,5/1/2008,rcsi09_PreSummer.csv,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,43,NA,42,NA,39,NA,NA,NA,NA,NA
67,Antwan Space ,NA,NA,NA,91,156,6'6 ,78,SF,Florida State,"DeSoto, TX",TX,DeSoto,United States,2011,5/1/2011,rcsi11_Final.csv,NA,-2,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,15,58,NA,72,NA,58,NA,NA,NA,NA
56,A.J. Moye,94,63,35,NA,155,6'4,76,SF,Indiana,"Atlanta, GA",GA,Atlanta,United States,2000,7/29/2000,rcsi00_Final.csv,36,-20,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Nik Caner-Medley,NA,80,48,NA,155,6'7,79,SF,Maryland,"Cape Elizabeth, ME",ME,Cape Elizabeth,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,new,97,NA,NA,NA,NA,NA,NA,51,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Jeremis Smith,NA,71,NA,40,155,6'7,79,SF,,"Fort Worth, TX",TX,Fort Worth,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
62,Derwin Kitchen,65,94,NA,68,155,6'3,75,SG,Florida,"Jacksonville, FL",FL,Jacksonville,United States,2005,8/1/2004,rcsi05_Summer.csv,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,,13.9,NA,65,NA,NA,NA,NA,NA,NA,NA
72,Jon Diebler,98,99,NA,65,155,6'5,77,SG,Ohio State,"Upper Sandusky, OH",OH,Upper Sandusky,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,23,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,16.4,NA,79,48,NA,NA,NA,NA,NA,NA
68,Julien Lewis ,NA,NA,NA,57,155,6'3 ,75,SG,University of Texas at Austin,"Galveston, TX",TX,Galveston,United States,2011,5/1/2011,rcsi11_Final.csv,NA,30,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,13,73,NA,59,NA,86,NA,NA,NA,NA
71,Myles Mack ,NA,55,NA,NA,155,5'10 ,70,PG,Rutgers,"Paterson, NJ",NJ,Patterson,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,52,NA,68,88,68,NA,NA,NA,NA,NA
71,Joseph Uchebo ,NA,63,NA,92,155,6'9 ,81,C,North Carolina State,"Raleigh, NC",NC,Raleigh,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,21,NA,71,78,79,NA,NA,NA,NA,NA
58,Darius Songaila,NA,34,NA,NA,155,6'9,81,PF,Wake Forest,"New Hampton, NH",NH,New Hampton,United States,1998,6/1/1998,rcsi98_Final.csv,NA,17,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Brian Boddicker,NA,65,18,66,154,6'9,81,C,University of Texas at Austin,"Duncanville, TX",TX,Duncanville,United States,2000,12/3/1999,rcsi00_Fall.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Hassan Fofana,NA,NA,NA,68,154,6'9,81,C,Maryland,"Chatham, VA",VA,Chatham,United States,2003,8/12/2003,rcsi03_Final.csv,NA,-10,64,NA,NA,NA,NA,NA,62,NA,NA,56,NA,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,James Hardy,75,46,NA,63,154,6'5,77,SF,Indiana,"Ft. Wayne, IN",IN,Ft. Wayne,United States,2004,7/31/2003,rcsi04_Summer.csv,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68, ,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
72,Jamil Tucker,71,98,NA,63,154,6'8,80,PF,Virginia,"Gary, IN",IN,Gary,United States,2006,9/1/2005,rcsi06_Summer.csv,NA,6,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,,12.3,NA,76,67,NA,NA,NA,NA,NA,NA
64,Clarence Trent,71,53,NA,95,154,6'7,79,SF,,"Gig Harbor, WA",WA,Gig Harbor,United States,2008,6/1/2007,rcsi08_Summer.csv,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,20,NA,48,NA,NA,NA,NA,NA,NA,NA
57,Maurice Young,56,75,53,NA,153,6'5,77,SF,Virginia,"Fortsville, MD",MD,Fortsville,United States,2000,7/29/2000,rcsi00_Final.csv,61,4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Mario Moore,50,97,61,NA,153,5'11,71,PG,Vanderbilt,"Nashville, TN",TN,Nashville,United States,2002,12/1/2001,rcsi02_Fall.csv,NA, ,NA,NA,NA,NA,NA,NA,NA,54,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Mario Moore,50,97,64,NA,153,5'11,71,PG,Vanderbilt,"Nashville, TN",TN,Nashville,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,-13,NA,NA,NA,NA,NA,NA,NA,54,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Ronald Steele,NA,NA,NA,15,153,6'2,74,PG,Alabama,"Brimingham, AL",AL,Birmingham,United States,2004,6/1/2003,rcsi04_PreSummer.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
59,Terrel Harris,59,74,NA,64,153,6'5,77,SG,Oklahoma State,"Garland, TX",TX,Garland,United States,2005,6/1/2005,rcsi05_Final.csv,NA,-13,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,,14.4,NA,61,NA,NA,NA,NA,NA,NA,NA
