,unitid,DOE.Institution_Name,ID_School,ID_Conference,Year,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
1161,209551,University of Oregon,ORE,PAC12,2001-2002,All other sports combined,Athletes,Scholarship Awards,97,33,64,71,26,45,4,2,2,3,1,2,2,0,2,1,0,1,5,1,4,11,3,8,2002Size.csv
1167,209551,University of Oregon,ORE,PAC12,2001-2002,Football,Athletes,Scholarship Awards,87,87,0,34,34,0,38,38,0,4,4,0,1,1,0,1,1,0,8,8,0,1,1,0,2002Size.csv
1176,209551,University of Oregon,ORE,PAC12,2001-2002,Basketball,Athletes,Scholarship Awards,29,13,16,16,8,8,10,3,7,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,2002Size.csv
1119,209542,Oregon State University,ORE.ST,PAC12,2001-2002,All other sports combined,Athletes,Scholarship Awards,168,62,106,129,48,81,2,2,0,9,5,4,6,2,4,0,0,0,7,1,6,15,4,11,2002Size.csv
1142,209542,Oregon State University,ORE.ST,PAC12,2001-2002,Basketball,Athletes,Scholarship Awards,25,12,13,11,5,6,9,5,4,1,1,0,1,0,1,0,0,0,0,0,0,3,1,2,2002Size.csv
1145,209542,Oregon State University,ORE.ST,PAC12,2001-2002,Football,Athletes,Scholarship Awards,87,87,0,37,37,0,38,38,0,2,2,0,3,3,0,0,0,0,7,7,0,0,0,0,2002Size.csv
1153,209542,Oregon State University,ORE.ST,PAC12,2001-2002,Baseball,Athletes,Scholarship Awards,33,33,0,26,26,0,0,0,0,1,1,0,3,3,0,1,1,0,1,1,0,1,1,0,2002Size.csv
1008,204796,Ohio State University-Main Campus,OSU,BIG10,2001-2002,Baseball,Athletes,Scholarship Awards,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
1009,204796,Ohio State University-Main Campus,OSU,BIG10,2001-2002,Football,Athletes,Scholarship Awards,81,81,0,36,36,0,44,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
1011,204796,Ohio State University-Main Campus,OSU,BIG10,2001-2002,All other sports combined,Athletes,Scholarship Awards,386,155,231,293,120,173,15,8,7,11,5,6,7,2,5,1,0,1,4,0,4,55,20,35,2002Size.csv
1012,204796,Ohio State University-Main Campus,OSU,BIG10,2001-2002,Basketball,Athletes,Scholarship Awards,26,12,14,10,3,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2002Size.csv
1015,204796,Ohio State University-Main Campus,OSU,BIG10,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,43,22,21,20,13,7,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2002Size.csv
831,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2001-2002,Football,Athletes,Scholarship Awards,87,87,0,34,34,0,50,50,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2002Size.csv
832,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,63,30,33,35,18,17,24,9,15,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,2002Size.csv
834,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2001-2002,Basketball,Athletes,Scholarship Awards,28,14,14,5,2,3,20,10,10,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,2002Size.csv
841,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2001-2002,Baseball,Athletes,Scholarship Awards,32,32,0,27,27,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
852,186380,Rutgers University-New Brunswick,RUT,BIGEAST,2001-2002,All other sports combined,Athletes,Scholarship Awards,259,109,150,202,83,119,11,5,6,11,6,5,12,3,9,0,0,0,14,5,9,9,7,2,2002Size.csv
1255,218663,University of South Carolina-Columbia,SCAR,SEC,2001-2002,Basketball,Athletes,Scholarship Awards,25,13,12,5,4,1,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,2002Size.csv
1256,218663,University of South Carolina-Columbia,SCAR,SEC,2001-2002,Football,Athletes,Scholarship Awards,87,87,0,17,17,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
1266,218663,University of South Carolina-Columbia,SCAR,SEC,2001-2002,All other sports combined,Athletes,Scholarship Awards,137,51,86,104,39,65,4,1,3,1,0,1,2,1,1,0,0,0,0,0,0,26,10,16,2002Size.csv
1267,218663,University of South Carolina-Columbia,SCAR,SEC,2001-2002,Baseball,Athletes,Scholarship Awards,33,33,0,31,31,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
1269,218663,University of South Carolina-Columbia,SCAR,SEC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,38,17,21,9,5,4,27,11,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2002Size.csv
105,122755,San Jose State University,SJ.ST,MWC,2001-2002,Basketball,Athletes,Scholarship Awards,25,11,14,6,3,3,16,7,9,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,2002Size.csv
106,122755,San Jose State University,SJ.ST,MWC,2001-2002,Baseball,Athletes,Scholarship Awards,31,31,0,19,19,0,2,2,0,5,5,0,1,1,0,0,0,0,4,4,0,0,0,0,2002Size.csv
108,122755,San Jose State University,SJ.ST,MWC,2001-2002,Football,Athletes,Scholarship Awards,70,70,0,19,19,0,36,36,0,2,2,0,2,2,0,1,1,0,10,10,0,0,0,0,2002Size.csv
109,122755,San Jose State University,SJ.ST,MWC,2001-2002,All other sports combined,Athletes,Scholarship Awards,129,27,102,84,14,70,5,0,5,20,9,11,2,0,2,0,0,0,18,4,14,0,0,0,2002Size.csv
118,122755,San Jose State University,SJ.ST,MWC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,17,5,12,9,2,7,0,0,0,4,1,3,2,1,1,1,1,0,1,0,1,0,0,0,2002Size.csv
1355,228246,Southern Methodist University,SMU,CUSA,2001-2002,Football,Athletes,Scholarship Awards,85,85,0,50,50,0,33,33,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2002Size.csv
1364,228246,Southern Methodist University,SMU,CUSA,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,28,10,18,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,9,14,2002Size.csv
1366,228246,Southern Methodist University,SMU,CUSA,2001-2002,All other sports combined,Athletes,Scholarship Awards,150,51,99,114,29,85,2,1,1,3,3,0,1,1,0,3,1,2,0,0,0,27,16,11,2002Size.csv
1372,228246,Southern Methodist University,SMU,CUSA,2001-2002,Basketball,Athletes,Scholarship Awards,27,13,14,12,6,6,14,7,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2002Size.csv
1530,243744,Stanford University,STAN,PAC12,2001-2002,Basketball,Athletes,Scholarship Awards,28,12,16,16,5,11,9,6,3,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2002Size.csv
1533,243744,Stanford University,STAN,PAC12,2001-2002,Football,Athletes,Scholarship Awards,78,78,0,38,38,0,36,36,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,2002Size.csv
1534,243744,Stanford University,STAN,PAC12,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,47,22,25,33,17,16,7,2,5,3,1,2,2,1,1,0,0,0,0,0,0,2,1,1,2002Size.csv
1535,243744,Stanford University,STAN,PAC12,2001-2002,Baseball,Athletes,Scholarship Awards,21,21,0,17,17,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,2002Size.csv
1548,243744,Stanford University,STAN,PAC12,2001-2002,All other sports combined,Athletes,Scholarship Awards,237,99,138,187,76,111,13,9,4,11,3,8,16,4,12,1,0,1,0,0,0,9,7,2,2002Size.csv
1389,228723,Texas A & M University-College Station,TAM,SEC,2001-2002,Football,Athletes,Scholarship Awards,83,83,0,28,28,0,53,53,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2002Size.csv
1404,228723,Texas A & M University-College Station,TAM,SEC,2001-2002,All other sports combined,Athletes,Scholarship Awards,206,44,162,169,31,138,6,3,3,5,2,3,1,0,1,2,0,2,6,0,6,17,8,9,2002Size.csv
1405,228723,Texas A & M University-College Station,TAM,SEC,2001-2002,Baseball,Athletes,Scholarship Awards,38,38,0,36,36,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002Size.csv
1406,228723,Texas A & M University-College Station,TAM,SEC,2001-2002,Basketball,Athletes,Scholarship Awards,32,13,19,11,3,8,18,7,11,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2002Size.csv
1434,228723,Texas A & M University-College Station,TAM,SEC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,64,28,36,37,13,24,12,7,5,2,1,1,2,0,2,0,0,0,2,0,2,9,7,2,2002Size.csv
427,139959,University of Georgia,UGA,SEC,2001-2002,All other sports combined,Athletes,Scholarship Awards,137,34,103,113,25,88,9,1,8,3,1,2,2,1,1,0,0,0,0,0,0,10,6,4,2002Size.csv
430,139959,University of Georgia,UGA,SEC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,59,31,28,30,16,14,20,10,10,1,1,0,0,0,0,0,0,0,0,0,0,8,4,4,2002Size.csv
431,139959,University of Georgia,UGA,SEC,2001-2002,Football,Athletes,Scholarship Awards,86,86,0,26,26,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
436,139959,University of Georgia,UGA,SEC,2001-2002,Basketball,Athletes,Scholarship Awards,24,11,13,4,1,3,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
444,139959,University of Georgia,UGA,SEC,2001-2002,Baseball,Athletes,Scholarship Awards,44,44,0,43,43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
732,170976,University of Michigan-Ann Arbor,UM,BIG10,2001-2002,Football,Athletes,Scholarship Awards,93,93,0,52,52,0,36,36,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,2002Size.csv
734,170976,University of Michigan-Ann Arbor,UM,BIG10,2001-2002,All other sports combined,Athletes,Scholarship Awards,283,101,182,223,77,146,12,6,6,10,5,5,5,1,4,1,0,1,6,2,4,26,10,16,2002Size.csv
741,170976,University of Michigan-Ann Arbor,UM,BIG10,2001-2002,Basketball,Athletes,Scholarship Awards,25,13,12,8,3,5,16,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
750,170976,University of Michigan-Ann Arbor,UM,BIG10,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,48,26,22,28,18,10,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2002Size.csv
761,170976,University of Michigan-Ann Arbor,UM,BIG10,2001-2002,Baseball,Athletes,Scholarship Awards,27,27,0,24,24,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2002Size.csv
919,199120,University of North Carolina at Chapel Hill,UNC,ACC,2001-2002,Basketball,Athletes,Scholarship Awards,25,12,13,10,6,4,14,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
920,199120,University of North Carolina at Chapel Hill,UNC,ACC,2001-2002,Baseball,Athletes,Scholarship Awards,28,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
928,199120,University of North Carolina at Chapel Hill,UNC,ACC,2001-2002,All other sports combined,Athletes,Scholarship Awards,267,106,161,233,93,140,19,7,12,9,4,5,5,2,3,0,0,0,1,0,1,0,0,0,2002Size.csv
948,199120,University of North Carolina at Chapel Hill,UNC,ACC,2001-2002,Football,Athletes,Scholarship Awards,84,84,0,24,24,0,59,59,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2002Size.csv
956,199120,University of North Carolina at Chapel Hill,UNC,ACC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,41,19,22,26,14,12,14,4,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002Size.csv
350,135726,University of Miami,UOFM,ACC,2001-2002,All other sports combined,Athletes,Scholarship Awards,95,13,82,58,6,52,1,0,1,13,3,10,1,0,1,1,0,1,2,0,2,19,4,15,2002Size.csv
368,135726,University of Miami,UOFM,ACC,2001-2002,Football,Athletes,Scholarship Awards,77,77,0,15,15,0,54,54,0,3,3,0,0,0,0,0,0,0,3,3,0,2,2,0,2002Size.csv
370,135726,University of Miami,UOFM,ACC,2001-2002,Basketball,Athletes,Scholarship Awards,25,11,14,3,0,3,16,8,8,1,1,0,0,0,0,0,0,0,1,0,1,4,2,2,2002Size.csv
379,135726,University of Miami,UOFM,ACC,2001-2002,Baseball,Athletes,Scholarship Awards,24,24,0,15,15,0,1,1,0,7,7,0,0,0,0,0,0,0,1,1,0,0,0,0,2002Size.csv
388,135726,University of Miami,UOFM,ACC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,33,10,23,9,6,3,20,2,18,1,0,1,0,0,0,0,0,0,1,1,0,2,1,1,2002Size.csv
160,123961,University of Southern California,USC,PAC12,2001-2002,Baseball,Athletes,Scholarship Awards,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
162,123961,University of Southern California,USC,PAC12,2001-2002,Football,Athletes,Scholarship Awards,20,20,0,8,8,0,10,10,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2002Size.csv
163,123961,University of Southern California,USC,PAC12,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,5,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2002Size.csv
171,123961,University of Southern California,USC,PAC12,2001-2002,All other sports combined,Athletes,Scholarship Awards,15,5,10,13,5,8,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2002Size.csv
175,123961,University of Southern California,USC,PAC12,2001-2002,Basketball,Athletes,Scholarship Awards,6,3,3,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2002Size.csv
1449,228778,The University of Texas at Austin,UT,BIG12,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,64,42,22,29,22,7,27,17,10,2,0,2,1,0,1,0,0,0,0,0,0,5,3,2,2002Size.csv
1454,228778,The University of Texas at Austin,UT,BIG12,2001-2002,Basketball,Athletes,Scholarship Awards,34,16,18,14,5,9,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2002Size.csv
1473,228778,The University of Texas at Austin,UT,BIG12,2001-2002,Baseball,Athletes,Scholarship Awards,42,42,0,32,32,0,2,2,0,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,2002Size.csv
1474,228778,The University of Texas at Austin,UT,BIG12,2001-2002,Football,Athletes,Scholarship Awards,89,89,0,34,34,0,53,53,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
1485,228778,The University of Texas at Austin,UT,BIG12,2001-2002,All other sports combined,Athletes,Scholarship Awards,205,65,140,165,55,110,8,2,6,8,1,7,4,1,3,0,0,0,0,0,0,20,6,14,2002Size.csv
1512,230728,Utah State University,UTA.ST,MWC,2001-2002,All other sports combined,Athletes,Scholarship Awards,84,14,70,74,13,61,1,0,1,5,0,5,2,0,2,0,0,0,1,0,1,1,1,0,2002Size.csv
1513,230728,Utah State University,UTA.ST,MWC,2001-2002,Basketball,Athletes,Scholarship Awards,11,11,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002Size.csv
1514,230728,Utah State University,UTA.ST,MWC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,51,27,24,39,20,19,3,3,0,2,1,1,0,0,0,0,0,0,2,1,1,5,2,3,2002Size.csv
1522,230728,Utah State University,UTA.ST,MWC,2001-2002,Football,Athletes,Scholarship Awards,74,74,0,39,39,0,20,20,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0,2002Size.csv
1303,221999,Vanderbilt University,VANDY,SEC,2001-2002,Baseball,Athletes,Scholarship Awards,18,18,0,17,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2002Size.csv
1304,221999,Vanderbilt University,VANDY,SEC,2001-2002,Basketball,Athletes,Scholarship Awards,27,13,14,12,4,8,9,5,4,0,0,0,0,0,0,0,0,0,2,1,1,4,3,1,2002Size.csv
1305,221999,Vanderbilt University,VANDY,SEC,2001-2002,Football,Athletes,Scholarship Awards,90,90,0,52,52,0,36,36,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2002Size.csv
1306,221999,Vanderbilt University,VANDY,SEC,2001-2002,Cross-country and/or track,Athletes,Scholarship Awards,21,0,21,9,0,9,6,0,6,0,0,0,0,0,0,0,0,0,5,0,5,1,0,1,2002Size.csv
1310,221999,Vanderbilt University,VANDY,SEC,2001-2002,All other sports combined,Athletes,Scholarship Awards,90,40,50,78,36,42,1,0,1,2,0,2,2,1,1,0,0,0,5,2,3,2,1,1,2002Size.csv
69,100858,Auburn University,AUB,SEC,2002-2003,Baseball,Athletes,Scholarship Awards,27,27,0,23,23,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2003Size.csv
90,100858,Auburn University,AUB,SEC,2002-2003,All other sports combined,Athletes,Scholarship Awards,173,55,118,137,43,94,5,0,5,7,0,7,1,0,1,0,0,0,1,0,1,22,12,10,2003Size.csv
93,100858,Auburn University,AUB,SEC,2002-2003,Basketball,Athletes,Scholarship Awards,27,12,15,3,1,2,18,10,8,1,0,1,1,1,0,0,0,0,0,0,0,4,0,4,2003Size.csv
94,100858,Auburn University,AUB,SEC,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,48,25,23,20,13,7,10,4,6,0,0,0,0,0,0,0,0,0,1,0,1,17,8,9,2003Size.csv
98,100858,Auburn University,AUB,SEC,2002-2003,Football,Athletes,Scholarship Awards,92,92,0,29,29,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Size.csv
2,100751,The University of Alabama,BAMA,SEC,2002-2003,All other sports combined,Athletes,Scholarship Awards,144,37,107,107,19,88,3,0,3,3,1,2,1,1,0,1,0,1,0,0,0,29,16,13,2003Size.csv
27,100751,The University of Alabama,BAMA,SEC,2002-2003,Football,Athletes,Scholarship Awards,88,88,0,28,28,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Size.csv
32,100751,The University of Alabama,BAMA,SEC,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,39,16,23,15,5,10,12,4,8,0,0,0,1,1,0,0,0,0,0,0,0,11,6,5,2003Size.csv
42,100751,The University of Alabama,BAMA,SEC,2002-2003,Basketball,Athletes,Scholarship Awards,29,13,16,6,0,6,21,12,9,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2003Size.csv
46,100751,The University of Alabama,BAMA,SEC,2002-2003,Baseball,Athletes,Scholarship Awards,36,36,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2003Size.csv
448,142115,Boise State University,BOS.ST,MWC,2002-2003,All other sports combined,Athletes,Scholarship Awards,126,43,83,93,28,65,1,0,1,3,3,0,2,2,0,4,0,4,1,1,0,22,9,13,2003Size.csv
452,142115,Boise State University,BOS.ST,MWC,2002-2003,Basketball,Athletes,Scholarship Awards,28,12,16,10,1,9,9,7,2,2,0,2,1,0,1,1,0,1,0,0,0,5,4,1,2003Size.csv
481,142115,Boise State University,BOS.ST,MWC,2002-2003,Football,Athletes,Scholarship Awards,97,97,0,58,58,0,22,22,0,7,7,0,6,6,0,1,1,0,1,1,0,2,2,0,2003Size.csv
483,142115,Boise State University,BOS.ST,MWC,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,66,21,45,50,13,37,6,5,1,0,0,0,1,0,1,0,0,0,0,0,0,9,3,6,2003Size.csv
1210,217882,Clemson University,CLEM,ACC,2002-2003,Football,Athletes,Scholarship Awards,90,90,0,14,14,0,69,69,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,2003Size.csv
1220,217882,Clemson University,CLEM,ACC,2002-2003,All other sports combined,Athletes,Scholarship Awards,177,68,109,131,45,86,8,5,3,2,0,2,0,0,0,1,1,0,14,8,6,21,9,12,2003Size.csv
1223,217882,Clemson University,CLEM,ACC,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,61,35,26,27,19,8,23,11,12,0,0,0,0,0,0,0,0,0,5,2,3,6,3,3,2003Size.csv
1226,217882,Clemson University,CLEM,ACC,2002-2003,Basketball,Athletes,Scholarship Awards,27,11,16,7,0,7,15,7,8,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,2003Size.csv
1237,217882,Clemson University,CLEM,ACC,2002-2003,Baseball,Athletes,Scholarship Awards,42,42,0,32,32,0,1,1,0,1,1,0,0,0,0,0,0,0,8,8,0,0,0,0,2003Size.csv
894,198419,Duke University,DUKE,ACC,2002-2003,Football,Athletes,Scholarship Awards,81,81,0,44,44,0,35,35,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2003Size.csv
904,198419,Duke University,DUKE,ACC,2002-2003,Baseball,Athletes,Scholarship Awards,29,29,0,26,26,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2003Size.csv
909,198419,Duke University,DUKE,ACC,2002-2003,All other sports combined,Athletes,Scholarship Awards,223,79,144,174,62,112,6,2,4,7,4,3,8,3,5,0,0,0,11,2,9,17,6,11,2003Size.csv
914,198419,Duke University,DUKE,ACC,2002-2003,Basketball,Athletes,Scholarship Awards,24,11,13,9,3,6,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2003Size.csv
296,134130,University of Florida,FLA,SEC,2002-2003,All other sports combined,Athletes,Scholarship Awards,171,57,114,119,35,84,14,2,12,7,4,3,2,1,1,1,0,1,4,1,3,24,14,10,2003Size.csv
308,134130,University of Florida,FLA,SEC,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,71,38,33,35,22,13,25,12,13,2,2,0,1,0,1,0,0,0,1,1,0,7,1,6,2003Size.csv
319,134130,University of Florida,FLA,SEC,2002-2003,Football,Athletes,Scholarship Awards,84,84,0,20,20,0,59,59,0,2,2,0,1,1,0,0,0,0,2,2,0,0,0,0,2003Size.csv
327,134130,University of Florida,FLA,SEC,2002-2003,Basketball,Athletes,Scholarship Awards,27,13,14,7,4,3,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2003Size.csv
332,134130,University of Florida,FLA,SEC,2002-2003,Baseball,Athletes,Scholarship Awards,39,39,0,32,32,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,2003Size.csv
250,134097,Florida State University,FSU,ACC,2002-2003,Football,Athletes,Scholarship Awards,89,89,0,15,15,0,67,67,0,2,2,0,2,2,0,0,0,0,2,2,0,1,1,0,2003Size.csv
253,134097,Florida State University,FSU,ACC,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,67,38,29,29,17,12,27,14,13,1,0,1,0,0,0,1,0,1,2,2,0,7,5,2,2003Size.csv
265,134097,Florida State University,FSU,ACC,2002-2003,Basketball,Athletes,Scholarship Awards,26,12,14,6,1,5,14,7,7,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1,2003Size.csv
272,134097,Florida State University,FSU,ACC,2002-2003,Baseball,Athletes,Scholarship Awards,40,40,0,39,39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Size.csv
276,134097,Florida State University,FSU,ACC,2002-2003,All other sports combined,Athletes,Scholarship Awards,145,48,97,99,35,64,10,1,9,12,3,9,3,0,3,0,0,0,2,0,2,19,9,10,2003Size.csv
206,131496,Georgetown University,GTOWN,BIGEAST,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,39,15,24,26,9,17,10,4,6,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2003Size.csv
209,131496,Georgetown University,GTOWN,BIGEAST,2002-2003,Baseball,Athletes,Scholarship Awards,15,15,0,11,11,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2003Size.csv
211,131496,Georgetown University,GTOWN,BIGEAST,2002-2003,Basketball,Athletes,Scholarship Awards,27,13,14,4,1,3,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2003Size.csv
224,131496,Georgetown University,GTOWN,BIGEAST,2002-2003,All other sports combined,Athletes,Scholarship Awards,126,62,64,113,56,57,5,1,4,2,1,1,4,2,2,0,0,0,1,1,0,1,1,0,2003Size.csv
234,131496,Georgetown University,GTOWN,BIGEAST,2002-2003,Football,Athletes,Scholarship Awards,29,29,0,10,10,0,15,15,0,1,1,0,2,2,0,0,0,0,1,1,0,0,0,0,2003Size.csv
609,155399,Kansas State University,KAN.ST,BIG12,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,74,39,35,39,17,22,17,8,9,3,2,1,0,0,0,0,0,0,2,1,1,13,11,2,2003Size.csv
621,155399,Kansas State University,KAN.ST,BIG12,2002-2003,Basketball,Athletes,Scholarship Awards,23,12,11,12,4,8,9,7,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2003Size.csv
622,155399,Kansas State University,KAN.ST,BIG12,2002-2003,Baseball,Athletes,Scholarship Awards,33,33,0,26,26,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,2,2,0,2003Size.csv
626,155399,Kansas State University,KAN.ST,BIG12,2002-2003,Football,Athletes,Scholarship Awards,93,93,0,36,36,0,46,46,0,2,2,0,1,1,0,2,2,0,6,6,0,0,0,0,2003Size.csv
628,155399,Kansas State University,KAN.ST,BIG12,2002-2003,All other sports combined,Athletes,Scholarship Awards,150,11,139,132,11,121,0,0,0,0,0,0,1,0,1,0,0,0,5,0,5,12,0,12,2003Size.csv
633,157289,University of Louisville,LOUIS,BIGEAST,2002-2003,Football,Athletes,Scholarship Awards,80,80,0,25,25,0,53,53,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2003Size.csv
636,157289,University of Louisville,LOUIS,BIGEAST,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,48,22,26,33,17,16,10,2,8,1,0,1,0,0,0,0,0,0,0,0,0,4,3,1,2003Size.csv
650,157289,University of Louisville,LOUIS,BIGEAST,2002-2003,Basketball,Athletes,Scholarship Awards,31,15,16,7,1,6,20,11,9,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,2003Size.csv
676,157289,University of Louisville,LOUIS,BIGEAST,2002-2003,Baseball,Athletes,Scholarship Awards,28,28,0,23,23,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2003Size.csv
679,157289,University of Louisville,LOUIS,BIGEAST,2002-2003,All other sports combined,Athletes,Scholarship Awards,157,42,115,110,23,87,5,0,5,7,1,6,1,0,1,0,0,0,0,0,0,34,18,16,2003Size.csv
682,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2002-2003,Basketball,Athletes,Scholarship Awards,28,14,14,2,1,1,23,11,12,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,2003Size.csv
684,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2002-2003,Cross-country and/or track,Athletes,Scholarship Awards,37,14,23,6,2,4,22,7,15,0,0,0,0,0,0,0,0,0,2,1,1,7,4,3,2003Size.csv
692,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,2002-2003,Football,Athletes,Scholarship Awards,84,84,0,27,27,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2003Size.csv
