,date,player,season,pst_team,notes,new_contract_source,pst_contract_value_millions,contract_term,contract_start_season,contract_end_season,contract_option,year
1796,2/27/79,Gary Beare,1979,Brewers,signed,free agency,0,1,1979,1980,,1979
1797,2/27/79,Rick Sutcliffe,1979,Dodgers,signed,free agency,0,1,1979,1980,,1979
1799,2/28/79,Jim Todd,1979,Athletics,signed free agent,free agency,0,1,1979,1980,,1979
1800,2/28/79,Dave Hamilton,1979,Athletics,signed free agent,free agency,0,1,1979,1980,,1979
1801,3/1/79,Fred Kuhaulua,1979,Padres,signed free agent,free agency,0,1,1979,1980,,1979
1802,3/5/79,Mike Anderson,1979,Phillies,signed free agent,free agency,0,1,1979,1980,,1979
1803,3/6/79,Vic Harris,1979,Brewers,signed free agent,free agency,0,1,1979,1980,,1979
1804,3/10/79,Bernie Carbo,1979,Cardinals,signed free agent,free agency,0,1,1979,1980,,1979
1805,3/10/79,Bill North,1979,Giants,signed free agent,free agency,0,1,1979,1980,,1979
1809,3/15/79,Billy Baldwin,1979,Indians,signed,free agency,0,1,1979,1980,,1979
1813,3/17/79,Steve Luebber,1979,Blue Jays,signed free agent,free agency,0,1,1979,1980,,1979
1821,3/27/79,Rudy Meoli,1979,Phillies,signed free agent,free agency,0,1,1979,1980,,1979
1823,3/27/79,Willie Davis,1979,Angels,signed,free agency,0,1,1979,1980,,1979
1835,3/30/79,Danny Walton,1979,Mariners,signed,free agency,0,1,1979,1980,,1979
1841,4/1/79,Joe Coleman,1979,Giants,signed free agent,free agency,0,1,1979,1980,,1979
1848,4/4/79,Tom Griffin,1979,Giants,signed free agent,free agency,0,1,1979,1980,,1979
1849,4/5/79,Charlie Spikes,1979,Braves,signed free agent,free agency,0,1,1979,1980,,1979
1850,4/6/79,Mike Sember,1979,Blue Jays,signed free agent,free agency,0,1,1979,1980,,1979
1853,4/10/79,Bobby Valentine,1979,Mariners,signed,free agency,0,1,1979,1980,,1979
1854,4/12/79,John Stearns,1979,Mets,signed to a 5-year contract,free agency,0,5,1979,1984,,1979
1856,4/13/79,Jackson Todd,1979,Blue Jays,signed,free agency,0,1,1979,1980,,1979
1862,4/23/79,Bob Robertson,1979,Blue Jays,signed,free agency,0,1,1979,1980,,1979
1865,4/30/79,Ken Brett,1979,Twins,signed free agent,free agency,0,1,1979,1980,,1979
1870,5/8/79,Joe Coleman,1979,Pirates,signed free agent,free agency,0,1,1979,1980,,1979
1871,5/8/79,Paul Blair,1979,Reds,signed free agent,free agency,0,1,1979,1980,,1979
1882,5/16/79,Nardi Contreras,1979,White Sox,signed free agent,free agency,0,1,1979,1980,,1979
1890,5/25/79,Bud Harrelson,1979,Phillies,signed free agent (from Mets),free agency,0,1,1979,1980,,1979
1901,6/7/79,Chuck Sandberg,1979,Red Sox,signed,free agency,0,1,1979,1980,,1979
1902,6/7/79,Eddie Lee Jones,1979,Red Sox,signed,free agency,0,1,1979,1980,,1979
1903,6/7/79,Jay Fredlund,1979,Red Sox,signed,free agency,0,1,1979,1980,,1979
1904,6/7/79,Jerry Miklosi,1979,Red Sox,signed,free agency,0,1,1979,1980,,1979
1905,6/7/79,Jim Watkins,1979,Red Sox,signed,free agency,0,1,1979,1980,,1979
1906,6/7/79,Marc Sullivan,1979,Red Sox,signed,free agency,0,1,1979,1980,,1979
1910,6/8/79,Andrew Rice,1979,Astros,signed,free agency,0,1,1979,1980,,1979
1912,6/8/79,Greg Peterson,1979,Astros,signed,free agency,0,1,1979,1980,,1979
1913,6/8/79,Mark Campbell,1979,Astros,signed,free agency,0,1,1979,1980,,1979
1914,6/8/79,Steven Quealey,1979,Astros,signed,free agency,0,1,1979,1980,,1979
1915,6/11/79,Ken Brett,1979,Dodgers,signed free agent,free agency,0,1,1979,1980,,1979
1924,6/15/79,Rich Rodas,1979,Dodgers,signed,free agency,0,1,1979,1980,,1979
1939,6/20/79,Al Garray,1979,Royals,signed,free agency,0,1,1979,1980,,1979
1941,6/26/79,John Stefero,1979,Orioles,signed free agent,free agency,0,1,1979,1980,,1979
1957,7/5/79,Bobby Tolan,1979,Padres,signed free agent,free agency,0,1,1979,1980,,1979
1963,7/11/79,Bobby Douglass,1979,White Sox,signed free agent,free agency,0,1,1979,1980,,1979
1994,8/26/79,George Scott,1979,Yankees,signed free agent,free agency,0,1,1979,1980,,1979
2010,9/25/79,Mike Caldwell,1979,Brewers,re-signed to a multi-year contract,re-signinging,0,1,1979,1980,,1979
2020,10/14/79,Tony Brewer,1980,Dodgers,signed,free agency,0,1,1980,1981,,1979
2029,10/29/79,Bucky Dent,1980,Yankees,re-signed to a multi-year contract,re-signinging,0,1,1980,1981,,1979
2030,10/29/79,Jim Spencer,1980,Yankees,re-signed to a multi-year contract,re-signinging,0,1,1980,1981,,1979
2034,10/31/79,H. Pat Kelly,1980,Orioles,re-signed to a 2-year contract,re-signinging,0,2,1980,1982,,1979
2046,11/1/79,Milt May,1980,Giants,signed free agent (from White Sox),free agency,0,1,1980,1981,,1979
2054,11/1/79,Grant Jackson,1980,Pirates,re-signed to a multi-year contract,re-signinging,0,1,1980,1981,,1979
2062,11/8/79,Bob Watson,1980,Yankees,signed free agent (from Red Sox),free agency,0,1,1980,1981,,1979
2063,11/8/79,Rudy May,1980,Yankees,signed free agent (from Expos),free agency,0,1,1980,1981,,1979
2072,11/15/79,Dave Goltz,1980,Dodgers,signed free agent (from Twins),free agency,0,1,1980,1981,,1979
2073,11/16/79,Bruce Kison,1980,Angels,signed free agent,free agency,0,1,1980,1981,,1979
2074,11/17/79,Don Stanhouse,1980,Dodgers,signed free agent (from Orioles) to a 5-year contract (date 11-19 per AP),free agency,0,5,1980,1985,,1979
2080,11/19/79,Manny Sanguillen,1980,Pirates,re-signed to a multi-year contract,re-signinging,0,1,1980,1981,,1979
2084,11/19/79,Nolan Ryan,1980,Astros,signed free agent (from Angels) to a 4-year contract,free agency,0,4,1980,1984,,1979
2085,11/19/79,Rick Wise,1980,Padres,signed free agent (from Indians) to a 5-year contract,free agency,0,5,1980,1985,,1979
2086,11/19/79,Andy Hassler,1980,Pirates,signed free agent (from Mets),free agency,0,1,1980,1981,,1979
2090,11/20/79,Al Hrabosky,1980,Braves,signed free agent (from Royals) to a 5-year contract,free agency,0,5,1980,1985,,1979
2091,11/20/79,Tony Perez,1980,Red Sox,signed free agent (from Expos) to a 3-year contract,free agency,0,3,1980,1983,,1979
2092,11/21/79,Julio Solano,1980,Astros,signed,free agency,0,1,1980,1981,,1979
2093,11/26/79,John Curtis,1980,Padres,signed free agent to a 5-year contract,free agency,0,5,1980,1985,,1979
2096,11/27/79,Dick Drago,1980,Red Sox,signed to a 2-year contract,free agency,0,2,1980,1982,,1979
2097,11/27/79,Dwight Evans,1980,Red Sox,signed to a multi-year contract,free agency,0,1,1980,1981,,1979
2099,11/27/79,Skip Lockwood,1980,Red Sox,signed free agent (from Mets) to a 4-year contract,free agency,0,4,1980,1984,,1979
2100,11/29/79,Rennie Stennett,1980,Giants,signed free agent,free agency,0,1,1980,1981,,1979
2102,11/29/79,Jim Wohlford,1980,Giants,signed free agent (from Brewers),free agency,0,1,1980,1981,,1979
2105,12/3/79,Fred Norman,1980,Expos,signed free agent,free agency,0,1,1980,1981,,1979
2120,12/4/79,Enrique Calderon Clemente,1980,Pirates,signed,free agency,0,1,1980,1981,,1979
2123,12/4/79,Jay Johnstone,1980,Dodgers,signed free agent (from Yankees) to a 2-year contract,free agency,0,2,1980,1982,,1979
2126,12/4/79,Rowland Office,1980,Expos,signed free agent (from Braves),free agency,0,1,1980,1981,,1979
2130,12/5/79,Fred Patek,1980,Angels,signed free agent,free agency,0,1,1980,1981,,1979
2160,12/19/79,Jorge Orta,1980,Indians,signed free agent,free agency,0,1,1980,1981,,1979
2163,12/26/79,Scott Holman,1980,Mets,signed free agent,free agency,0,1,1980,1981,,1979
2164,1/1/80,Larry Anderson,1980,Orioles,signed free agent (date approximate),free agency,0,1,1980,1981,,1980
2176,1/5/80,Tom Candiotti,1980,Royals,signed free agent,free agency,0,1,1980,1981,,1980
2177,1/10/80,Jack Kucek,1980,Blue Jays,signed,free agency,0,1,1980,1981,,1980
2180,1/15/80,Gilberto Reyes,1980,Dodgers,signed,free agency,0,1,1980,1981,,1980
2184,1/17/80,David Palmer,1980,Expos,signed,free agency,0,1,1980,1981,,1980
2185,1/17/80,Scott Sanderson,1980,Expos,signed,free agency,0,1,1980,1981,,1980
2187,1/20/80,John Hale,1980,Reds,signed free agent (from Mariners),free agency,0,1,1980,1981,,1980
2188,1/29/80,Glenn Borgmann,1980,White Sox,signed free agent,free agency,0,1,1980,1981,,1980
2189,1/31/80,Joe Morgan,1980,Astros,signed free agent,free agency,0,1,1980,1981,,1980
2191,1/31/80,Lerrin LaGrow,1980,Phillies,signed free agent (from Dodgers),free agency,0,1,1980,1981,,1980
2192,2/5/80,Bill Almon,1980,Expos,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2193,2/5/80,Dyar Miller,1980,Expos,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2194,2/5/80,John Tamargo Sr.,1980,Expos,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2195,2/5/80,Bob Veselic,1980,Twins,signed to a 1-year contract,free agency,0,1,1980,1981,,1980
2196,2/5/80,Rob Wilfong,1980,Twins,signed to a 1-year contract,free agency,0,1,1980,1981,,1980
2197,2/5/80,Terry Sheehan,1980,Twins,signed to a 1-year contract,free agency,0,1,1980,1981,,1980
2209,2/22/80,Silvio Martinez,1980,Cardinals,re-signed,re-signinging,0,1,1980,1981,,1980
2210,2/22/80,Ty Waller,1980,Cardinals,signed,free agency,0,1,1980,1981,,1980
2211,2/22/80,Gary Serum,1980,Twins,signed to a 1-year contract,free agency,0,1,1980,1981,,1980
2212,2/22/80,Mark Funderburk,1980,Twins,signed to a 1-year contract,free agency,0,1,1980,1981,,1980
2213,2/22/80,Roy Smalley,1980,Twins,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2214,2/25/80,Tom Dixon,1980,Mets,signed free agent,free agency,0,1,1980,1981,,1980
2215,2/28/80,Luis Aponte,1980,Red Sox,signed free agent,free agency,0,1,1980,1981,,1980
2217,3/3/80,John Verhoeven,1980,Twins,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2218,3/3/80,Mike Bacsik,1980,Twins,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2220,3/8/80,Lenny Randle,1980,Mariners,signed free agent (to Mets),free agency,0,1,1980,1981,,1980
2224,3/10/80,Paul Molitor,1980,Brewers,signed to a 1-year contract,free agency,0,1,1980,1981,,1980
2226,3/10/80,Joel Youngblood,1980,Mets,re-signed to a 3-year contract,re-signinging,0,3,1980,1983,,1980
2229,3/10/80,Tim Stoddard,1980,Orioles,re-signed,re-signinging,0,1,1980,1981,,1980
2230,3/10/80,Harry Chappas,1980,White Sox,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2231,3/10/80,Carney Lansford,1980,Angels,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2233,3/10/80,Dave Frost,1980,Angels,re-signed to a 1-year contract,re-signinging,0,1,1980,1981,,1980
2235,3/13/80,Don Hood,1980,Cardinals,signed free agent,free agency,0,1,1980,1981,,1980
2236,3/13/80,Mario Mendoza,1980,Mariners,re-signed to a 2-year contract,re-signinging,0,2,1980,1982,,1980
2237,3/13/80,Benny Ayala,1980,Orioles,re-signed,re-signinging,0,1,1980,1981,,1980
2238,3/13/80,Mark Corey,1980,Orioles,signed,free agency,0,1,1980,1981,,1980
2239,3/13/80,Wayne Krenchicki,1980,Orioles,signed,free agency,0,1,1980,1981,,1980
2240,3/13/80,Dewey Hoyt,1980,White Sox,signed,free agency,0,1,1980,1981,,1980
2242,3/13/80,Rudy Meoli,1980,Giants,signed free agent (from Twins),free agency,0,1,1980,1981,,1980
2247,3/15/80,Craig Swan,1980,Mets,signed to a 5-year contract,free agency,0,5,1980,1985,,1980
2258,3/28/80,Dave Chalk,1980,Royals,signed free agent,free agency,0,1,1980,1981,,1980
2280,4/2/80,Dan Boone,1980,Padres,signed free agent,free agency,0,1,1980,1981,,1980
2282,4/3/80,Ray Fosse,1980,Brewers,signed free agent,free agency,0,1,1980,1981,,1980
2288,4/5/80,Steve Luebber,1980,Orioles,signed free agent,free agency,0,1,1980,1981,,1980
2290,4/6/80,Danny Walton,1980,Rangers,signed free agent,free agency,0,1,1980,1981,,1980
2294,4/7/80,Roger Freed,1980,Phillies,signed free agent,free agency,0,1,1980,1981,,1980
2295,4/10/80,Mickey Mahler,1980,Pirates,signed free agent,free agency,0,1,1980,1981,,1980
2296,4/12/80,Dyar Miller,1980,Mets,signed,free agency,0,1,1980,1981,,1980
2297,4/14/80,Manny Sarmiento,1980,Mariners,signed free agent,free agency,0,1,1980,1981,,1980
2298,4/15/80,Garry Maddox Sr.,1980,Phillies,signed to a multi-year contract,free agency,0,1,1980,1981,,1980
2299,4/21/80,Paul Hartzell,1980,Orioles,signed free agent,free agency,0,1,1980,1981,,1980
2305,4/29/80,Doug Bird,1980,Yankees,signed free agent (from Phillies),free agency,0,1,1980,1981,,1980
2307,4/30/80,Pedro Borbon Sr.,1980,Cardinals,signed free agent,free agency,0,1,1980,1981,,1980
2310,5/2/80,Ricky Adams,1980,Angels,signed free agent,free agency,0,1,1980,1981,,1980
2311,5/5/80,Rusty Torres,1980,Royals,signed free agent,free agency,0,1,1980,1981,,1980
2314,5/7/80,Bud Harrelson,1980,Rangers,signed free agent,free agency,0,1,1980,1981,,1980
2321,5/16/80,Chuck Porter,1980,Brewers,signed free agent,free agency,0,1,1980,1981,,1980
2329,5/28/80,Paul Blair,1980,Yankees,signed free agent,free agency,0,1,1980,1981,,1980
2344,6/7/80,Henry Cotto,1980,Cubs,signed,free agency,0,1,1980,1981,,1980
2347,6/8/80,Billy Smith,1980,Phillies,signed free agent,free agency,0,1,1980,1981,,1980
2356,6/11/80,Jeffrey Hall,1980,Red Sox,signed,free agency,0,1,1980,1981,,1980
2357,6/11/80,Jeffrey Hunter,1980,Red Sox,signed,free agency,0,1,1980,1981,,1980
2359,6/12/80,Rawly Eastwick,1980,Royals,signed free agent,free agency,0,1,1980,1981,,1980
2383,7/2/80,Larry Parrish,1980,Expos,signed through 1985,free agency,0,1,1980,1985,,1980
2390,7/11/80,Bill Almon,1980,Mets,signed free agent (from Brewers),free agency,0,1,1980,1981,,1980
2407,8/11/80,Ken Brett,1980,Royals,signed free agent,free agency,0,1,1980,1981,,1980
2413,8/20/80,Ed Amelung,1980,Dodgers,signed,free agency,0,1,1980,1981,,1980
2415,8/21/80,Jose Cardenal,1980,Royals,signed free agent,free agency,0,1,1980,1981,,1980
2421,9/1/80,Bernie Carbo,1980,Pirates,signed free agent,free agency,0,1,1980,1981,,1980
2435,10/3/80,Minnie Minoso,1981,White Sox,signed free agent,free agency,0,1,1981,1982,,1980
2447,10/8/80,Kurt Bevacqua,1981,Pirates,re-signed,re-signinging,0,1,1981,1982,,1980
2471,11/3/80,John D'Acquisto,1981,Angels,signed free agent (from Expos),free agency,0,1,1981,1982,,1980
2475,11/5/80,Larry Christenson,1981,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1980
2476,11/5/80,Dave Chalk,1981,Royals,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1980
2479,11/6/80,Charlie Hough,1981,Rangers,re-signed to a multi-year contract,re-signinging,0,1,1981,1982,,1980
2480,11/6/80,Ken Clay,1981,Rangers,re-signed to a multi-year contract,re-signinging,0,1,1981,1982,,1980
2484,11/16/80,Kevin Mitchell,1981,Mets,signed free agent,free agency,0,1,1981,1982,,1980
2486,11/17/80,Claudell Washington,1981,Braves,signed free agent (from Mets),free agency,0,1,1981,1982,,1980
2497,12/1/80,Terry Crowley,1981,Orioles,re-signed to a 1-year contract extension through 1983,re-signinging,0,1,1981,1983,,1980
2498,12/2/80,Geoff Zahn,1981,Angels,signed free agent,free agency,0,1,1981,1982,,1980
2502,12/4/80,Don Sutton,1981,Astros,signed free agent (from Dodgers),free agency,0,1,1981,1982,,1980
2503,12/4/80,Jerry Grote,1981,Royals,signed free agent (from Dodgers),free agency,0,1,1981,1982,,1980
2507,12/6/80,Ron LeFlore,1981,White Sox,signed free agent (from Expos),free agency,0,1,1981,1982,,1980
2508,12/7/80,Darrell Porter,1981,Cardinals,signed free agent,free agency,0,1,1981,1982,,1980
2530,12/9/80,Lee May,1981,Royals,signed free agent,free agency,0,1,1981,1982,,1980
2534,12/9/80,Lee Maye,1981,Royals,signed free agent (from Orioles),free agency,0,1,1981,1982,,1980
2536,12/10/80,Dave Roberts,1981,Astros,"signed free agent to a 5-year, $1.3M contract",free agency,1.3,5,1981,1986,,1980
2566,12/15/80,Dave Winfield,1981,Yankees,signed free agent (from Padres) to a 10-year contract,free agency,0,10,1981,1991,,1980
2568,12/16/80,Rusty Staub,1981,Mets,signed free agent (from Rangers),free agency,0,1,1981,1982,,1980
2570,12/18/80,Bob Jones,1981,Rangers,signed free agent,free agency,0,1,1981,1982,,1980
2575,12/18/80,Bill Stein,1981,Rangers,signed,free agency,0,1,1981,1982,,1980
2579,12/19/80,Mike Cubbage,1981,Mets,signed free agent (from Twins),free agency,0,1,1981,1982,,1980
2580,12/21/80,Stan Bahnsen,1981,Expos,re-signed to a 2-year contract,re-signinging,0,2,1981,1983,,1980
2581,12/21/80,Rich Dauer,1981,Orioles,re-signed to a 5-year contract,re-signinging,0,5,1981,1986,,1980
2586,12/23/80,Roy Howell,1981,Brewers,signed free agent (from Blue Jays),free agency,0,1,1981,1982,,1980
2587,12/23/80,Jerry Morales,1981,Orioles,signed free agent (from Twins),free agency,0,1,1981,1982,,1980
2588,12/23/80,Jim Dwyer,1981,Orioles,signed free agent (from Red Sox),free agency,0,1,1981,1982,,1980
2589,12/29/80,Juan Beniquez,1981,Angels,signed free agent,free agency,0,1,1981,1982,,1980
2590,12/29/80,H. Pat Kelly,1981,Indians,signed free agent to a 2-year contract,free agency,0,2,1981,1983,,1980
2593,1/5/81,Dave Roberts,1981,Mets,signed free agent,free agency,0,1,1981,1982,,1981
2594,1/7/81,Rawly Eastwick,1981,Cubs,signed free agent,free agency,0,1,1981,1982,,1981
2596,1/8/81,Larry Biittner,1981,Reds,signed free agent (from Cubs),free agency,0,1,1981,1982,,1981
2597,1/12/81,Gaylord Perry,1981,Braves,signed free agent,free agency,0,1,1981,1982,,1981
2599,1/15/81,Jerry White,1981,Expos,re-signed to a contract through 1983,re-signinging,0,1,1981,1983,,1981
2602,1/15/81,Tippy Martinez,1981,Orioles,re-signed to a 5-year contract,re-signinging,0,5,1981,1986,,1981
2603,1/15/81,Kevin Bell,1981,Padres,signed free agent,free agency,0,1,1981,1982,,1981
2605,1/15/81,Rick Bosetti,1981,Blue Jays,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2612,1/20/81,Dale Murray,1981,Blue Jays,signed free agent,free agency,0,1,1981,1982,,1981
2619,1/26/81,Bruce Sutter,1981,Cardinals,re-signed to a 4-year contract,re-signinging,0,4,1981,1985,,1981
2620,1/26/81,Don McCormick,1981,Phillies,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2621,1/26/81,George Vukovich,1981,Phillies,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2622,1/26/81,Jay Loviglio,1981,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2623,1/26/81,Lonnie Smith,1981,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2624,1/26/81,Luis Aguayo,1981,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2625,1/26/81,Nino Espinosa,1981,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2626,1/26/81,Ozzie Virgil,1981,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2627,1/26/81,Randy Lerch,1981,Phillies,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2628,1/26/81,Scott Munninghoff,1981,Phillies,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2629,1/26/81,Warren Brusstar,1981,Phillies,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2630,1/26/81,Rick Miller,1981,Red Sox,re-signed to a 3-year contract,re-signinging,0,3,1981,1984,,1981
2631,1/26/81,Mario Soto,1981,Reds,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2632,1/26/81,Dave Wehrmeister,1981,Royals,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2635,1/26/81,Mike Jones,1981,Royals,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2636,1/26/81,Rance Mulliniks,1981,Royals,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2637,1/26/81,U.L. Washington,1981,Royals,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2638,1/26/81,Willie May Aikens,1981,Royals,signed to a 1-year contract,free agency,0,1,1981,1982,,1981
2639,1/26/81,Bobby Brown,1981,Yankees,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2640,1/26/81,Dennis Werth,1981,Yankees,re-signed to a 1-year contract,re-signinging,0,1,1981,1982,,1981
2642,1/26/81,Bill Travers,1981,Angels,signed free agent (from Brewers) to a 4-year contract,free agency,0,4,1981,1985,,1981
2643,1/26/81,Jesse Jefferson,1981,Angels,signed free agent,free agency,0,1,1981,1982,,1981
2644,1/26/81,James Wahlig,1981,Blue Jays,signed,free agency,0,1,1981,1982,,1981
2645,1/26/81,Marin Pulley,1981,Blue Jays,signed,free agency,0,1,1981,1982,,1981
2646,1/26/81,Ricky Fagnani,1981,Blue Jays,signed,free agency,0,1,1981,1982,,1981
2647,1/26/81,Stephan Reish,1981,Blue Jays,signed,free agency,0,1,1981,1982,,1981
2648,1/26/81,Dick Davis,1981,Brewers,signed,free agency,0,1,1981,1982,,1981
